coarse_cell_id	landuse	restored_ha
95388	ForestDryPoor	2.93000000
95389	ForestDryPoor	2.36000000
95390	ForestDryPoor	1.97000000
95391	ForestDryPoor	2.03000000
95406	ForestDryPoor	1.10000000
95677	ForestDryPoor	1.06000000
95678	ForestDryPoor	1.54000000
95682	ForestDryPoor	1.75000000
95683	ForestDryPoor	3.49000000
95684	ForestDryPoor	2.82000000
95685	ForestDryPoor	1.45000000
95686	ForestDryPoor	1.58000000
95701	ForestDryPoor	2.50000000
95965	ForestDryPoor	2.04000000
95967	ForestDryPoor	3.80000000
95968	ForestDryPoor	1.91000000
95969	ForestDryPoor	1.54000000
95970	ForestDryPoor	2.88000000
95972	ForestDryPoor	2.99000000
95973	ForestDryPoor	3.29000000
95974	ForestDryPoor	2.09000000
95978	ForestDryPoor	1.10000000
95981	ForestDryPoor	2.38000000
95988	ForestDryPoor	2.10000000
95989	ForestDryPoor	1.66000000
95993	ForestDryPoor	1.69000000
95995	ForestDryPoor	1.70000000
95996	ForestDryPoor	2.93000000
96258	ForestDryPoor	1.71000000
96259	ForestDryPoor	2.82000000
96260	ForestDryPoor	1.19000000
96262	ForestDryPoor	4.00000000
96263	ForestDryPoor	3.25000000
96264	ForestDryPoor	1.09000000
96265	ForestDryPoor	2.36000000
96266	ForestDryPoor	3.82000000
96267	ForestDryPoor	3.80000000
96268	ForestDryPoor	2.48000000
96269	ForestDryPoor	2.81000000
96270	ForestDryPoor	1.75000000
96273	ForestDryPoor	2.79000000
96274	ForestDryPoor	2.35000000
96275	ForestDryPoor	2.11000000
96276	ForestDryPoor	2.01000000
96288	ForestDryPoor	1.60000000
96289	ForestDryPoor	2.93000000
96290	ForestDryPoor	3.56000000
96292	ForestDryPoor	3.31000000
96293	ForestDryPoor	1.42000000
96554	ForestDryPoor	2.11000000
96558	ForestDryPoor	3.52000000
96561	ForestDryPoor	1.65000000
96562	ForestDryPoor	2.51000000
96567	ForestDryPoor	2.50000000
96568	ForestDryPoor	1.69000000
96569	ForestDryPoor	2.14000000
96575	ForestDryPoor	1.48000000
96581	ForestDryPoor	1.02000000
96582	ForestDryPoor	3.01000000
96583	ForestDryPoor	3.28000000
96584	ForestDryPoor	3.62000000
96585	ForestDryPoor	3.80000000
96586	ForestDryPoor	3.88000000
96587	ForestDryPoor	3.48000000
96588	ForestDryPoor	3.80000000
96589	ForestDryPoor	2.37000000
96850	ForestDryPoor	3.86000000
96851	ForestDryPoor	2.81000000
96852	ForestDryPoor	1.38000000
96853	ForestDryPoor	2.44000000
96862	ForestDryPoor	3.65000000
96876	ForestDryPoor	1.29000000
96877	ForestDryPoor	3.85000000
96878	ForestDryPoor	3.49000000
96879	ForestDryPoor	3.85000000
96880	ForestDryPoor	2.36000000
96881	ForestDryPoor	1.37000000
96882	ForestDryPoor	2.36000000
96883	ForestDryPoor	3.52000000
96884	ForestDryPoor	2.54000000
96885	ForestDryPoor	2.80000000
97145	ForestDryPoor	2.18000000
97146	ForestDryPoor	3.43000000
97147	ForestDryPoor	2.15000000
97148	ForestDryPoor	3.03000000
97149	ForestDryPoor	1.89000000
97152	ForestDryPoor	1.15000000
97153	ForestDryPoor	1.34000000
97157	ForestDryPoor	3.49000000
97158	ForestDryPoor	3.24000000
97172	ForestDryPoor	3.12000000
97173	ForestDryPoor	3.48000000
97175	ForestDryPoor	3.13000000
97176	ForestDryPoor	1.97000000
97177	ForestDryPoor	1.07000000
97180	ForestDryPoor	1.88000000
97435	ForestDryPoor	2.43000000
97447	ForestDryPoor	1.89000000
97452	ForestDryPoor	3.08000000
97453	ForestDryPoor	1.37000000
97457	ForestDryPoor	2.33000000
97458	ForestDryPoor	1.49000000
97730	ForestDryPoor	3.60000000
97738	ForestDryPoor	1.33000000
97739	ForestDryPoor	1.32000000
97742	ForestDryPoor	1.70000000
97743	ForestDryPoor	2.93000000
97753	ForestDryPoor	1.25000000
98024	ForestDryPoor	2.46000000
98025	ForestDryPoor	2.05000000
98031	ForestDryPoor	2.47000000
98032	ForestDryPoor	2.36000000
98033	ForestDryPoor	2.57000000
98034	ForestDryPoor	1.39000000
98326	ForestDryPoor	2.00000000
98327	ForestDryPoor	2.75000000
98617	ForestDryPoor	3.12000000
98621	ForestDryPoor	1.95000000
98909	ForestDryPoor	3.04000000
98915	ForestDryPoor	1.12000000
99204	ForestDryPoor	2.88000000
99209	ForestDryPoor	1.17000000
99499	ForestDryPoor	1.67000000
99503	ForestDryPoor	3.26000000
99504	ForestDryPoor	3.72000000
99505	ForestDryPoor	2.47000000
99793	ForestDryPoor	2.77000000
99795	ForestDryPoor	3.02000000
99797	ForestDryPoor	2.40000000
99798	ForestDryPoor	1.44000000
99799	ForestDryPoor	1.00000000
99801	ForestDryPoor	1.06000000
100088	ForestDryPoor	3.09000000
100091	ForestDryPoor	3.08000000
100092	ForestDryPoor	1.82000000
100096	ForestDryPoor	1.80000000
100384	ForestDryPoor	2.96000000
100386	ForestDryPoor	3.02000000
100388	ForestDryPoor	1.10000000
100389	ForestDryPoor	3.47000000
100684	ForestDryPoor	1.09000000
100685	ForestDryPoor	3.69000000
100686	ForestDryPoor	2.86000000
100981	ForestDryPoor	3.53000000
100983	ForestDryPoor	1.02000000
100984	ForestDryPoor	2.86000000
100985	ForestDryPoor	1.05000000
101277	ForestDryPoor	2.23000000
101278	ForestDryPoor	2.01000000
101568	ForestDryPoor	2.36000000
101571	ForestDryPoor	1.03000000
101572	ForestDryPoor	3.00000000
101574	ForestDryPoor	3.68000000
101864	ForestDryPoor	2.46000000
101867	ForestDryPoor	1.76000000
101868	ForestDryPoor	3.84000000
102160	ForestDryPoor	1.54000000
102164	ForestDryPoor	3.36000000
102166	ForestDryPoor	1.95000000
102168	ForestDryPoor	3.00000000
102455	ForestDryPoor	2.89000000
102461	ForestDryPoor	1.71000000
102750	ForestDryPoor	3.65000000
102753	ForestDryPoor	1.93000000
102757	ForestDryPoor	3.04000000
102759	ForestDryPoor	1.81000000
102760	ForestDryPoor	1.21000000
103045	ForestDryPoor	2.01000000
103048	ForestDryPoor	1.92000000
103049	ForestDryPoor	1.62000000
103052	ForestDryPoor	3.22000000
103053	ForestDryPoor	2.38000000
103347	ForestDryPoor	2.70000000
103351	ForestDryPoor	3.68000000
103638	ForestDryPoor	1.35000000
103640	ForestDryPoor	2.89000000
103642	ForestDryPoor	2.83000000
103645	ForestDryPoor	3.12000000
103933	ForestDryPoor	1.27000000
103934	ForestDryPoor	2.68000000
103936	ForestDryPoor	3.42000000
103943	ForestDryPoor	1.96000000
104231	ForestDryPoor	3.22000000
104236	ForestDryPoor	3.31000000
104237	ForestDryPoor	3.74000000
104525	ForestDryPoor	3.24000000
104820	ForestDryPoor	3.78000000
104821	ForestDryPoor	3.79000000
104825	ForestDryPoor	1.84000000
104827	ForestDryPoor	1.89000000
104829	ForestDryPoor	3.35000000
105117	ForestDryPoor	3.26000000
105122	ForestDryPoor	1.20000000
105124	ForestDryPoor	3.25000000
105125	ForestDryPoor	3.04000000
105403	ForestDryPoor	2.04000000
105404	ForestDryPoor	2.00000000
105408	ForestDryPoor	1.46000000
105412	ForestDryPoor	1.60000000
105419	ForestDryPoor	3.44000000
105420	ForestDryPoor	2.20000000
105698	ForestDryPoor	3.24000000
105714	ForestDryPoor	1.61000000
105715	ForestDryPoor	1.19000000
105994	ForestDryPoor	3.11000000
105998	ForestDryPoor	1.37000000
106295	ForestDryPoor	3.52000000
106299	ForestDryPoor	3.02000000
106590	ForestDryPoor	3.94000000
106593	ForestDryPoor	2.04000000
106594	ForestDryPoor	2.25000000
106885	ForestDryPoor	2.83000000
107181	ForestDryPoor	3.55000000
107186	ForestDryPoor	2.65000000
107477	ForestDryPoor	3.87000000
107478	ForestDryPoor	1.04000000
107481	ForestDryPoor	3.39000000
107771	ForestDryPoor	1.93000000
107773	ForestDryPoor	1.96000000
107776	ForestDryPoor	2.08000000
108074	ForestDryPoor	1.95000000
108075	ForestDryPoor	1.13000000
108077	ForestDryPoor	2.41000000
108078	ForestDryPoor	1.54000000
108079	ForestDryPoor	1.56000000
108367	ForestDryPoor	1.37000000
108369	ForestDryPoor	2.96000000
108372	ForestDryPoor	2.09000000
108657	ForestDryPoor	3.17000000
108658	ForestDryPoor	3.80000000
108667	ForestDryPoor	1.68000000
108951	ForestDryPoor	2.62000000
108954	ForestDryPoor	3.94000000
108955	ForestDryPoor	2.78000000
108956	ForestDryPoor	1.76000000
108957	ForestDryPoor	2.44000000
108958	ForestDryPoor	2.07000000
108961	ForestDryPoor	2.81000000
108962	ForestDryPoor	2.38000000
109247	ForestDryPoor	2.37000000
109248	ForestDryPoor	3.22000000
109253	ForestDryPoor	3.18000000
109255	ForestDryPoor	1.41000000
109256	ForestDryPoor	3.62000000
109543	ForestDryPoor	2.95000000
109545	ForestDryPoor	2.04000000
109837	ForestDryPoor	3.73000000
109838	ForestDryPoor	3.04000000
109839	ForestDryPoor	2.02000000
109841	ForestDryPoor	2.02000000
109842	ForestDryPoor	2.34000000
109843	ForestDryPoor	3.01000000
109844	ForestDryPoor	3.86000000
110131	ForestDryPoor	3.82000000
110132	ForestDryPoor	3.22000000
110133	ForestDryPoor	3.76000000
110139	ForestDryPoor	2.52000000
110427	ForestDryPoor	3.00000000
110723	ForestDryPoor	2.72000000
110724	ForestDryPoor	2.29000000
110728	ForestDryPoor	2.90000000
111016	ForestDryPoor	2.75000000
111018	ForestDryPoor	2.78000000
111022	ForestDryPoor	1.09000000
111594	ForestDryPoor	1.00000000
111606	ForestDryPoor	1.41000000
111607	ForestDryPoor	2.77000000
111609	ForestDryPoor	3.33000000
111610	ForestDryPoor	3.78000000
111613	ForestDryPoor	1.84000000
111889	ForestDryPoor	3.03000000
111896	ForestDryPoor	2.06000000
111900	ForestDryPoor	1.59000000
111904	ForestDryPoor	3.52000000
112183	ForestDryPoor	1.21000000
112184	ForestDryPoor	3.50000000
112190	ForestDryPoor	1.54000000
112191	ForestDryPoor	3.68000000
112194	ForestDryPoor	3.38000000
112198	ForestDryPoor	3.76000000
112200	ForestDryPoor	3.87000000
112201	ForestDryPoor	2.91000000
112478	ForestDryPoor	3.37000000
112479	ForestDryPoor	1.81000000
112485	ForestDryPoor	3.67000000
112486	ForestDryPoor	3.08000000
112487	ForestDryPoor	2.27000000
112488	ForestDryPoor	1.84000000
112490	ForestDryPoor	1.88000000
112491	ForestDryPoor	2.29000000
112495	ForestDryPoor	3.32000000
112772	ForestDryPoor	2.18000000
112773	ForestDryPoor	3.88000000
112774	ForestDryPoor	1.07000000
112780	ForestDryPoor	3.76000000
112781	ForestDryPoor	3.66000000
112782	ForestDryPoor	1.09000000
112783	ForestDryPoor	3.09000000
112784	ForestDryPoor	3.67000000
112789	ForestDryPoor	2.22000000
113067	ForestDryPoor	3.72000000
113068	ForestDryPoor	3.81000000
113069	ForestDryPoor	1.96000000
113077	ForestDryPoor	2.74000000
113361	ForestDryPoor	3.10000000
113362	ForestDryPoor	4.00000000
113363	ForestDryPoor	3.93000000
113364	ForestDryPoor	3.79000000
113366	ForestDryPoor	3.00000000
113370	ForestDryPoor	2.63000000
113651	ForestDryPoor	1.60000000
113655	ForestDryPoor	1.21000000
113656	ForestDryPoor	2.77000000
113657	ForestDryPoor	3.76000000
113658	ForestDryPoor	2.17000000
113659	ForestDryPoor	4.00000000
113660	ForestDryPoor	3.92000000
113666	ForestDryPoor	2.00000000
113667	ForestDryPoor	3.06000000
113668	ForestDryPoor	3.79000000
113946	ForestDryPoor	2.30000000
113947	ForestDryPoor	2.51000000
113948	ForestDryPoor	2.14000000
113950	ForestDryPoor	2.69000000
113951	ForestDryPoor	2.05000000
113952	ForestDryPoor	2.23000000
113953	ForestDryPoor	2.38000000
113954	ForestDryPoor	3.88000000
113955	ForestDryPoor	3.97000000
113959	ForestDryPoor	2.37000000
113963	ForestDryPoor	3.60000000
114240	ForestDryPoor	2.94000000
114241	ForestDryPoor	2.74000000
114242	ForestDryPoor	1.19000000
114243	ForestDryPoor	2.17000000
114244	ForestDryPoor	3.08000000
114245	ForestDryPoor	2.97000000
114246	ForestDryPoor	2.84000000
114247	ForestDryPoor	2.95000000
114248	ForestDryPoor	3.35000000
114249	ForestDryPoor	3.72000000
114250	ForestDryPoor	3.08000000
114254	ForestDryPoor	1.06000000
114255	ForestDryPoor	2.50000000
114258	ForestDryPoor	3.26000000
114538	ForestDryPoor	2.24000000
114539	ForestDryPoor	3.28000000
114540	ForestDryPoor	1.11000000
114541	ForestDryPoor	2.04000000
114543	ForestDryPoor	2.91000000
114544	ForestDryPoor	3.29000000
114545	ForestDryPoor	3.80000000
114546	ForestDryPoor	3.41000000
114548	ForestDryPoor	3.55000000
114550	ForestDryPoor	2.16000000
114551	ForestDryPoor	3.84000000
114555	ForestDryPoor	1.62000000
114838	ForestDryPoor	1.26000000
114839	ForestDryPoor	3.55000000
114840	ForestDryPoor	2.86000000
114841	ForestDryPoor	3.66000000
114842	ForestDryPoor	3.65000000
114843	ForestDryPoor	1.93000000
114846	ForestDryPoor	1.84000000
114851	ForestDryPoor	1.70000000
114852	ForestDryPoor	1.87000000
115132	ForestDryPoor	3.61000000
115133	ForestDryPoor	3.91000000
115134	ForestDryPoor	3.79000000
115135	ForestDryPoor	1.89000000
115136	ForestDryPoor	3.00000000
115137	ForestDryPoor	2.97000000
115139	ForestDryPoor	1.76000000
115143	ForestDryPoor	2.89000000
115144	ForestDryPoor	3.65000000
115145	ForestDryPoor	2.29000000
115147	ForestDryPoor	2.04000000
115423	ForestDryPoor	2.90000000
115424	ForestDryPoor	1.68000000
115425	ForestDryPoor	1.70000000
115426	ForestDryPoor	3.20000000
115427	ForestDryPoor	3.05000000
115428	ForestDryPoor	3.89000000
115429	ForestDryPoor	3.84000000
115430	ForestDryPoor	1.14000000
115434	ForestDryPoor	2.74000000
115712	ForestDryPoor	2.60000000
115717	ForestDryPoor	2.32000000
115718	ForestDryPoor	2.70000000
115719	ForestDryPoor	3.17000000
115720	ForestDryPoor	3.10000000
115721	ForestDryPoor	2.08000000
115722	ForestDryPoor	1.22000000
115723	ForestDryPoor	1.29000000
115724	ForestDryPoor	1.50000000
116006	ForestDryPoor	1.52000000
116007	ForestDryPoor	3.86000000
116008	ForestDryPoor	1.52000000
116013	ForestDryPoor	2.59000000
116014	ForestDryPoor	2.42000000
116016	ForestDryPoor	2.42000000
116017	ForestDryPoor	3.91000000
116018	ForestDryPoor	1.97000000
116019	ForestDryPoor	1.13000000
116020	ForestDryPoor	1.82000000
116301	ForestDryPoor	1.66000000
116302	ForestDryPoor	3.24000000
116303	ForestDryPoor	1.71000000
116306	ForestDryPoor	1.59000000
116307	ForestDryPoor	3.12000000
116308	ForestDryPoor	3.57000000
116309	ForestDryPoor	3.63000000
116311	ForestDryPoor	2.55000000
116312	ForestDryPoor	3.95000000
116313	ForestDryPoor	3.86000000
116314	ForestDryPoor	3.89000000
116596	ForestDryPoor	1.32000000
116598	ForestDryPoor	2.18000000
116599	ForestDryPoor	2.10000000
116600	ForestDryPoor	1.92000000
116601	ForestDryPoor	3.21000000
116602	ForestDryPoor	3.20000000
116603	ForestDryPoor	3.17000000
116604	ForestDryPoor	3.38000000
116605	ForestDryPoor	1.99000000
116607	ForestDryPoor	3.89000000
116891	ForestDryPoor	1.04000000
116892	ForestDryPoor	2.76000000
116893	ForestDryPoor	1.67000000
116894	ForestDryPoor	3.62000000
116895	ForestDryPoor	4.00000000
116896	ForestDryPoor	3.77000000
116897	ForestDryPoor	3.55000000
116898	ForestDryPoor	3.88000000
116899	ForestDryPoor	3.93000000
116900	ForestDryPoor	3.14000000
116902	ForestDryPoor	1.93000000
117184	ForestDryPoor	3.53000000
117185	ForestDryPoor	2.37000000
117186	ForestDryPoor	1.27000000
117187	ForestDryPoor	1.15000000
117189	ForestDryPoor	3.09000000
117190	ForestDryPoor	3.84000000
117191	ForestDryPoor	3.83000000
117192	ForestDryPoor	3.60000000
117193	ForestDryPoor	3.61000000
117194	ForestDryPoor	3.35000000
117195	ForestDryPoor	3.28000000
117197	ForestDryPoor	2.73000000
117479	ForestDryPoor	1.12000000
117480	ForestDryPoor	2.11000000
117481	ForestDryPoor	3.41000000
117482	ForestDryPoor	2.41000000
117483	ForestDryPoor	2.55000000
117484	ForestDryPoor	3.92000000
117485	ForestDryPoor	3.90000000
117486	ForestDryPoor	3.99000000
117487	ForestDryPoor	3.07000000
117488	ForestDryPoor	3.81000000
117489	ForestDryPoor	3.02000000
117491	ForestDryPoor	1.11000000
117777	ForestDryPoor	1.45000000
117778	ForestDryPoor	3.77000000
117779	ForestDryPoor	3.72000000
117780	ForestDryPoor	3.99000000
117781	ForestDryPoor	3.99000000
117782	ForestDryPoor	3.92000000
117783	ForestDryPoor	3.88000000
117784	ForestDryPoor	1.25000000
117785	ForestDryPoor	2.79000000
118072	ForestDryPoor	2.31000000
118073	ForestDryPoor	3.46000000
118074	ForestDryPoor	3.90000000
118075	ForestDryPoor	3.82000000
118076	ForestDryPoor	3.84000000
118077	ForestDryPoor	3.55000000
118078	ForestDryPoor	1.11000000
118079	ForestDryPoor	3.12000000
118080	ForestDryPoor	3.26000000
118366	ForestDryPoor	1.74000000
118367	ForestDryPoor	3.79000000
118368	ForestDryPoor	3.93000000
118369	ForestDryPoor	3.85000000
118370	ForestDryPoor	3.87000000
118371	ForestDryPoor	3.92000000
118372	ForestDryPoor	1.07000000
118373	ForestDryPoor	2.79000000
118374	ForestDryPoor	3.92000000
118375	ForestDryPoor	2.69000000
118660	ForestDryPoor	1.79000000
118661	ForestDryPoor	3.57000000
118662	ForestDryPoor	3.96000000
118663	ForestDryPoor	3.95000000
118664	ForestDryPoor	3.38000000
118665	ForestDryPoor	3.23000000
118666	ForestDryPoor	2.13000000
118667	ForestDryPoor	2.37000000
118668	ForestDryPoor	3.61000000
118669	ForestDryPoor	3.45000000
118670	ForestDryPoor	3.86000000
118671	ForestDryPoor	3.17000000
118672	ForestDryPoor	1.23000000
118951	ForestDryPoor	1.17000000
118953	ForestDryPoor	1.15000000
118954	ForestDryPoor	2.74000000
118955	ForestDryPoor	3.49000000
118956	ForestDryPoor	3.96000000
118957	ForestDryPoor	3.69000000
118958	ForestDryPoor	3.80000000
118959	ForestDryPoor	2.65000000
118962	ForestDryPoor	2.07000000
118965	ForestDryPoor	3.15000000
118966	ForestDryPoor	2.91000000
118967	ForestDryPoor	2.73000000
118968	ForestDryPoor	3.51000000
118969	ForestDryPoor	2.83000000
118970	ForestDryPoor	3.64000000
118971	ForestDryPoor	2.00000000
118972	ForestDryPoor	2.56000000
119246	ForestDryPoor	2.26000000
119247	ForestDryPoor	2.38000000
119248	ForestDryPoor	3.29000000
119249	ForestDryPoor	3.38000000
119250	ForestDryPoor	3.34000000
119251	ForestDryPoor	3.58000000
119252	ForestDryPoor	3.62000000
119253	ForestDryPoor	3.44000000
119254	ForestDryPoor	1.80000000
119263	ForestDryPoor	3.81000000
119264	ForestDryPoor	3.68000000
119265	ForestDryPoor	3.98000000
119266	ForestDryPoor	3.52000000
119267	ForestDryPoor	1.39000000
119541	ForestDryPoor	3.25000000
119542	ForestDryPoor	2.03000000
119543	ForestDryPoor	2.01000000
119544	ForestDryPoor	3.99000000
119545	ForestDryPoor	4.00000000
119546	ForestDryPoor	3.99000000
119547	ForestDryPoor	3.87000000
119548	ForestDryPoor	3.52000000
119837	ForestDryPoor	1.03000000
119838	ForestDryPoor	1.28000000
119839	ForestDryPoor	4.00000000
119840	ForestDryPoor	4.00000000
119841	ForestDryPoor	4.00000000
119842	ForestDryPoor	3.96000000
119843	ForestDryPoor	3.20000000
119844	ForestDryPoor	2.48000000
120131	ForestDryPoor	1.32000000
120132	ForestDryPoor	2.12000000
120133	ForestDryPoor	1.90000000
120134	ForestDryPoor	2.39000000
120135	ForestDryPoor	2.29000000
120136	ForestDryPoor	2.37000000
120137	ForestDryPoor	2.28000000
120138	ForestDryPoor	2.08000000
120139	ForestDryPoor	1.61000000
120428	ForestDryPoor	2.46000000
120429	ForestDryPoor	3.79000000
120430	ForestDryPoor	4.00000000
120431	ForestDryPoor	4.00000000
120432	ForestDryPoor	3.86000000
120433	ForestDryPoor	3.58000000
120434	ForestDryPoor	2.71000000
120725	ForestDryPoor	3.80000000
120726	ForestDryPoor	3.82000000
120727	ForestDryPoor	3.67000000
120728	ForestDryPoor	3.72000000
120729	ForestDryPoor	2.67000000
120959	ForestDryPoor	1.42000000
121020	ForestDryPoor	2.75000000
121021	ForestDryPoor	2.24000000
121023	ForestDryPoor	3.81000000
121024	ForestDryPoor	1.30000000
121025	ForestDryPoor	1.35000000
121254	ForestDryPoor	2.71000000
121255	ForestDryPoor	1.81000000
121315	ForestDryPoor	3.01000000
121316	ForestDryPoor	3.64000000
121317	ForestDryPoor	1.47000000
121318	ForestDryPoor	1.17000000
121319	ForestDryPoor	1.62000000
121320	ForestDryPoor	1.56000000
121610	ForestDryPoor	2.83000000
121611	ForestDryPoor	3.24000000
121612	ForestDryPoor	1.08000000
121613	ForestDryPoor	3.13000000
121615	ForestDryPoor	2.28000000
121904	ForestDryPoor	2.37000000
121905	ForestDryPoor	3.55000000
121910	ForestDryPoor	2.07000000
122199	ForestDryPoor	3.16000000
122200	ForestDryPoor	3.59000000
122202	ForestDryPoor	3.41000000
122427	ForestDryPoor	1.98000000
122428	ForestDryPoor	1.00000000
122429	ForestDryPoor	1.10000000
122430	ForestDryPoor	3.10000000
122431	ForestDryPoor	1.18000000
122434	ForestDryPoor	1.09000000
122436	ForestDryPoor	1.64000000
122491	ForestDryPoor	1.47000000
122492	ForestDryPoor	2.50000000
122493	ForestDryPoor	3.22000000
122494	ForestDryPoor	2.08000000
122495	ForestDryPoor	1.47000000
122496	ForestDryPoor	3.16000000
122726	ForestDryPoor	3.34000000
122727	ForestDryPoor	3.01000000
122728	ForestDryPoor	2.08000000
122729	ForestDryPoor	1.96000000
122731	ForestDryPoor	3.20000000
122732	ForestDryPoor	1.99000000
122774	ForestDryPoor	1.40000000
122775	ForestDryPoor	1.53000000
122784	ForestDryPoor	2.30000000
122785	ForestDryPoor	3.70000000
122786	ForestDryPoor	4.00000000
122787	ForestDryPoor	3.95000000
122788	ForestDryPoor	3.60000000
122789	ForestDryPoor	1.48000000
122790	ForestDryPoor	3.97000000
123021	ForestDryPoor	1.98000000
123022	ForestDryPoor	3.32000000
123023	ForestDryPoor	3.43000000
123024	ForestDryPoor	2.24000000
123025	ForestDryPoor	3.32000000
123026	ForestDryPoor	1.45000000
123030	ForestDryPoor	1.68000000
123070	ForestDryPoor	3.72000000
123077	ForestDryPoor	1.88000000
123078	ForestDryPoor	3.36000000
123079	ForestDryPoor	4.00000000
123080	ForestDryPoor	4.00000000
123081	ForestDryPoor	3.00000000
123082	ForestDryPoor	2.11000000
123083	ForestDryPoor	2.53000000
123084	ForestDryPoor	3.23000000
123315	ForestDryPoor	1.69000000
123316	ForestDryPoor	1.64000000
123317	ForestDryPoor	2.38000000
123318	ForestDryPoor	3.24000000
123319	ForestDryPoor	3.35000000
123320	ForestDryPoor	3.62000000
123325	ForestDryPoor	1.66000000
123326	ForestDryPoor	2.04000000
123327	ForestDryPoor	1.44000000
123365	ForestDryPoor	2.00000000
123369	ForestDryPoor	1.71000000
123370	ForestDryPoor	3.84000000
123371	ForestDryPoor	3.95000000
123372	ForestDryPoor	3.92000000
123373	ForestDryPoor	3.22000000
123374	ForestDryPoor	3.96000000
123375	ForestDryPoor	3.43000000
123376	ForestDryPoor	1.55000000
123377	ForestDryPoor	3.57000000
123613	ForestDryPoor	2.79000000
123614	ForestDryPoor	3.53000000
123615	ForestDryPoor	2.82000000
123618	ForestDryPoor	2.94000000
123619	ForestDryPoor	2.19000000
123620	ForestDryPoor	1.14000000
123621	ForestDryPoor	1.11000000
123622	ForestDryPoor	1.51000000
123627	ForestDryPoor	2.68000000
123628	ForestDryPoor	1.34000000
123658	ForestDryPoor	2.25000000
123660	ForestDryPoor	1.01000000
123665	ForestDryPoor	2.56000000
123666	ForestDryPoor	3.91000000
123667	ForestDryPoor	3.87000000
123668	ForestDryPoor	3.52000000
123669	ForestDryPoor	2.37000000
123670	ForestDryPoor	1.86000000
123908	ForestDryPoor	2.97000000
123909	ForestDryPoor	2.64000000
123910	ForestDryPoor	1.54000000
123911	ForestDryPoor	3.04000000
123912	ForestDryPoor	1.68000000
123913	ForestDryPoor	3.79000000
123914	ForestDryPoor	2.80000000
123915	ForestDryPoor	1.13000000
123917	ForestDryPoor	2.79000000
123921	ForestDryPoor	1.47000000
123922	ForestDryPoor	3.99000000
123923	ForestDryPoor	3.73000000
123952	ForestDryPoor	3.70000000
123953	ForestDryPoor	3.10000000
123954	ForestDryPoor	3.79000000
123955	ForestDryPoor	3.65000000
123960	ForestDryPoor	2.28000000
123961	ForestDryPoor	3.98000000
123962	ForestDryPoor	3.67000000
123963	ForestDryPoor	1.92000000
123965	ForestDryPoor	3.61000000
124205	ForestDryPoor	3.13000000
124206	ForestDryPoor	3.46000000
124207	ForestDryPoor	3.24000000
124208	ForestDryPoor	3.63000000
124209	ForestDryPoor	2.87000000
124210	ForestDryPoor	3.13000000
124211	ForestDryPoor	2.03000000
124213	ForestDryPoor	2.55000000
124214	ForestDryPoor	1.59000000
124216	ForestDryPoor	3.21000000
124217	ForestDryPoor	3.91000000
124218	ForestDryPoor	2.66000000
124220	ForestDryPoor	2.07000000
124246	ForestDryPoor	1.53000000
124247	ForestDryPoor	2.62000000
124249	ForestDryPoor	2.93000000
124250	ForestDryPoor	3.18000000
124251	ForestDryPoor	2.61000000
124255	ForestDryPoor	1.08000000
124256	ForestDryPoor	1.73000000
124258	ForestDryPoor	1.32000000
124259	ForestDryPoor	1.26000000
124504	ForestDryPoor	3.42000000
124505	ForestDryPoor	3.76000000
124506	ForestDryPoor	1.97000000
124508	ForestDryPoor	1.10000000
124509	ForestDryPoor	3.47000000
124510	ForestDryPoor	3.69000000
124511	ForestDryPoor	3.86000000
124512	ForestDryPoor	3.98000000
124513	ForestDryPoor	2.32000000
124514	ForestDryPoor	2.94000000
124515	ForestDryPoor	2.63000000
124542	ForestDryPoor	2.04000000
124543	ForestDryPoor	2.50000000
124544	ForestDryPoor	3.57000000
124545	ForestDryPoor	2.76000000
124546	ForestDryPoor	3.64000000
124547	ForestDryPoor	2.29000000
124548	ForestDryPoor	1.76000000
124550	ForestDryPoor	1.29000000
124551	ForestDryPoor	1.43000000
124552	ForestDryPoor	2.71000000
124798	ForestDryPoor	1.19000000
124799	ForestDryPoor	3.62000000
124800	ForestDryPoor	3.66000000
124801	ForestDryPoor	2.41000000
124802	ForestDryPoor	3.48000000
124804	ForestDryPoor	2.29000000
124805	ForestDryPoor	3.81000000
124806	ForestDryPoor	3.91000000
124807	ForestDryPoor	3.52000000
124808	ForestDryPoor	3.37000000
124809	ForestDryPoor	1.56000000
124810	ForestDryPoor	1.58000000
124836	ForestDryPoor	1.23000000
124837	ForestDryPoor	2.72000000
124838	ForestDryPoor	3.68000000
124839	ForestDryPoor	3.32000000
124840	ForestDryPoor	3.20000000
124841	ForestDryPoor	3.82000000
124842	ForestDryPoor	3.36000000
124843	ForestDryPoor	3.55000000
124844	ForestDryPoor	1.82000000
125094	ForestDryPoor	3.29000000
125095	ForestDryPoor	3.83000000
125096	ForestDryPoor	3.43000000
125097	ForestDryPoor	2.98000000
125098	ForestDryPoor	1.30000000
125099	ForestDryPoor	1.06000000
125100	ForestDryPoor	3.94000000
125101	ForestDryPoor	4.00000000
125102	ForestDryPoor	3.49000000
125103	ForestDryPoor	2.93000000
125104	ForestDryPoor	3.38000000
125105	ForestDryPoor	3.92000000
125106	ForestDryPoor	1.25000000
125132	ForestDryPoor	1.88000000
125133	ForestDryPoor	3.70000000
