network_name,child,parent,flow_ha,child_type,parent_type,child_id,parent_id
Global,c_123082,p_111194,5.680000000000005,c,p,123082,111194
Global,c_123083,p_111194,2.560000000000002,c,p,123083,111194
Global,c_123084,p_111194,3.230000000000003,c,p,123084,111194
Global,c_123375,p_111194,7.390000000000006,c,p,123375,111194
Global,c_123376,p_111194,1.5600000000000014,c,p,123376,111194
Global,c_123668,p_111194,35.820000000000036,c,p,123668,111194
Global,c_123669,p_111194,2.370000000000002,c,p,123669,111194
Global,c_123670,p_111194,7.040000000000002,c,p,123670,111194
Global,c_123962,p_111194,9.930000000000009,c,p,123962,111194
Global,c_123963,p_111194,1.9200000000000017,c,p,123963,111194
Global,c_123965,p_111194,3.6200000000000028,c,p,123965,111194
Global,c_124256,p_111194,2.8100000000000023,c,p,124256,111194
Global,c_124258,p_111194,2.5800000000000023,c,p,124258,111194
Global,c_124551,p_111194,2588.8300000000017,c,p,124551,111194
Global,c_124552,p_111194,2.710000000000002,c,p,124552,111194
Global,p_104364,c_114843,1710.5299999999995,p,c,104364,114843
Global,p_104912,c_114843,14.55,p,c,104912,114843
Global,p_105698,c_116306,0.36,p,c,105698,116306
Global,p_109852,c_121612,11.790000000000003,p,c,109852,121612
Global,c_113955,c_114250,31.930000000000025,c,c,113955,114250
Global,c_114248,c_114543,90.51000000000008,c,c,114248,114543
Global,c_114249,c_114250,3.7200000000000033,c,c,114249,114250
Global,c_114843,c_114842,1727.0099999999995,c,c,114843,114842
Global,c_116306,c_116307,1.9500000000000015,c,c,116306,116307
Global,c_116600,c_116601,23.02000000000002,c,c,116600,116601
Global,c_116895,c_116896,15.220000000000013,c,c,116895,116896
Global,c_117190,c_117191,6.930000000000006,c,c,117190,117191
Global,c_117484,c_117485,23.840000000000018,c,c,117484,117485
Global,c_117778,c_117779,5.220000000000004,c,c,117778,117779
Global,c_118072,c_118073,2.3100000000000023,c,c,118072,118073
Global,c_118366,c_118367,1.7400000000000015,c,c,118366,118367
Global,c_118660,c_118661,1.7900000000000016,c,c,118660,118661
Global,c_118955,c_118956,7.380000000000006,c,c,118955,118956
Global,c_119249,c_119250,20.47000000000002,c,c,119249,119250
Global,c_119545,c_119250,8.000000000000007,c,c,119545,119250
Global,c_119841,c_119546,4.0000000000000036,c,c,119841,119546
Global,c_120136,c_120137,20.28000000000002,c,c,120136,120137
Global,c_120432,c_120137,7.5300000000000065,c,c,120432,120137
Global,c_120728,c_120433,3.7200000000000033,c,c,120728,120433
Global,c_121317,c_121318,13.110000000000012,c,c,121317,121318
Global,c_121612,c_121613,18.94000000000001,c,c,121612,121613
Global,p_104845,c_114842,5.34,p,c,104845,114842
Global,p_105872,c_116601,0.88,p,c,105872,116601
Global,p_108261,c_120137,0.01,p,c,108261,120137
Global,p_108274,c_120137,0.01,p,c,108274,120137
Global,p_108283,c_120137,0.01,p,c,108283,120137
Global,p_108320,c_120137,34.02000000000002,p,c,108320,120137
Global,p_108321,c_120137,0.71,p,c,108321,120137
Global,p_109133,c_121025,7.12,p,c,109133,121025
Global,p_109215,c_121613,0.12,p,c,109215,121613
Global,p_109219,c_121613,0.01,p,c,109219,121613
Global,p_109240,c_121613,0.01,p,c,109240,121613
Global,p_111194,c_121613,2765.570000000002,p,c,111194,121613
Global,c_114250,c_114545,38.73000000000003,c,c,114250,114545
Global,c_114543,c_114838,93.42000000000007,c,c,114543,114838
Global,c_114544,c_114545,3.2900000000000027,c,c,114544,114545
Global,c_114842,c_114841,1735.9999999999995,c,c,114842,114841
Global,c_115716,c_115717,1.010000000000001,c,c,115716,115717
Global,c_116307,c_116308,5.070000000000004,c,c,116307,116308
Global,c_116601,c_116602,27.11000000000002,c,c,116601,116602
Global,c_116896,c_116897,18.990000000000016,c,c,116896,116897
Global,c_117191,c_117192,10.760000000000009,c,c,117191,117192
Global,c_117485,c_117486,27.74000000000002,c,c,117485,117486
Global,c_117779,c_117780,8.940000000000008,c,c,117779,117780
Global,c_118073,c_118074,5.770000000000005,c,c,118073,118074
Global,c_118367,c_118368,5.530000000000005,c,c,118367,118368
Global,c_118661,c_118662,5.360000000000005,c,c,118661,118662
Global,c_118956,c_118957,11.340000000000009,c,c,118956,118957
Global,c_119250,c_119251,31.81000000000003,c,c,119250,119251
Global,c_119546,c_119251,7.990000000000007,c,c,119546,119251
Global,c_119842,c_119547,3.960000000000003,c,c,119842,119547
Global,c_120137,c_120138,64.85000000000004,c,c,120137,120138
Global,c_120433,c_120138,7.300000000000006,c,c,120433,120138
Global,c_120729,c_120434,2.6700000000000026,c,c,120729,120434
Global,c_121023,p_109150,3.810000000000003,c,p,121023,109150
Global,c_121024,p_109150,1.3000000000000012,c,p,121024,109150
Global,c_121025,p_109150,8.47,c,p,121025,109150
Global,c_121318,p_109150,14.280000000000014,c,p,121318,109150
Global,c_121319,p_109150,1.6200000000000014,c,p,121319,109150
Global,c_121320,p_109150,1.5600000000000014,c,p,121320,109150
Global,c_121613,p_109150,2787.780000000002,c,p,121613,109150
Global,p_108207,c_119843,0.1,p,c,108207,119843
Global,p_108209,c_120138,0.03,p,c,108209,120138
Global,p_108251,c_120138,0.53,p,c,108251,120138
Global,c_114545,c_114840,45.820000000000036,c,c,114545,114840
Global,c_114838,c_115133,94.68000000000008,c,c,114838,115133
Global,c_114839,c_114840,3.5500000000000034,c,c,114839,114840
Global,c_114841,c_114840,1739.6599999999996,c,c,114841,114840
Global,c_115423,c_115424,2.9000000000000026,c,c,115423,115424
Global,c_115717,c_115718,3.3300000000000027,c,c,115717,115718
Global,c_116013,c_115718,2.5900000000000025,c,c,116013,115718
Global,c_116308,c_116309,8.640000000000008,c,c,116308,116309
Global,c_116602,c_116603,30.310000000000024,c,c,116602,116603
Global,c_116897,c_116898,22.54000000000002,c,c,116897,116898
Global,c_117192,c_117193,14.360000000000012,c,c,117192,117193
Global,c_117486,c_117487,31.730000000000025,c,c,117486,117487
Global,c_117780,c_117781,12.930000000000012,c,c,117780,117781
Global,c_118074,c_118075,9.670000000000009,c,c,118074,118075
Global,c_118368,c_118369,9.460000000000008,c,c,118368,118369
Global,c_118662,c_118663,9.320000000000007,c,c,118662,118663
Global,c_118957,c_118958,15.030000000000012,c,c,118957,118958
Global,c_119251,c_119252,43.380000000000045,c,c,119251,119252
Global,c_119547,c_119252,7.830000000000007,c,c,119547,119252
Global,c_119843,c_119548,3.300000000000003,c,c,119843,119548
Global,c_120138,c_120139,74.79000000000005,c,c,120138,120139
Global,c_120434,c_120139,5.380000000000004,c,c,120434,120139
Global,p_108208,c_119844,0.3,p,c,108208,119844
Global,p_109150,c_119844,2833.990000000002,p,c,109150,119844
Global,c_114840,c_115135,1791.8899999999996,c,c,114840,115135
Global,c_115133,c_115132,98.59000000000009,c,c,115133,115132
Global,c_115134,c_115135,3.790000000000003,c,c,115134,115135
Global,c_115424,c_115425,4.580000000000004,c,c,115424,115425
Global,c_115718,c_115719,8.620000000000008,c,c,115718,115719
Global,c_116014,c_115719,2.420000000000002,c,c,116014,115719
Global,c_116309,c_116604,12.27000000000001,c,c,116309,116604
Global,c_116312,c_116017,3.950000000000004,c,c,116312,116017
Global,c_116603,c_116604,33.480000000000025,c,c,116603,116604
Global,c_116898,c_116899,26.420000000000023,c,c,116898,116899
Global,c_117193,c_117194,17.970000000000013,c,c,117193,117194
Global,c_117487,c_117488,34.800000000000026,c,c,117487,117488
Global,c_117781,c_117782,16.920000000000016,c,c,117781,117782
Global,c_118075,c_118076,13.490000000000013,c,c,118075,118076
Global,c_118369,c_118370,13.310000000000011,c,c,118369,118370
Global,c_118663,c_118664,13.270000000000012,c,c,118663,118664
Global,c_118958,c_118959,18.830000000000016,c,c,118958,118959
Global,c_119252,c_119253,54.830000000000055,c,c,119252,119253
Global,c_119548,c_119253,6.820000000000006,c,c,119548,119253
Global,c_119844,p_108191,2836.7700000000023,c,p,119844,108191
Global,c_120139,p_108191,81.78000000000006,c,p,120139,108191
Global,p_107720,c_119253,0.01,p,c,107720,119253
Global,c_115132,c_115427,102.20000000000009,c,c,115132,115427
Global,c_115135,c_115430,1797.5699999999997,c,c,115135,115430
Global,c_115425,c_115426,6.280000000000005,c,c,115425,115426
Global,c_115428,c_115427,3.8900000000000032,c,c,115428,115427
Global,c_115429,c_115430,3.8400000000000034,c,c,115429,115430
Global,c_115719,c_115720,14.210000000000012,c,c,115719,115720
Global,c_116017,c_115722,7.860000000000008,c,c,116017,115722
Global,c_116311,c_116016,2.5500000000000025,c,c,116311,116016
Global,c_116313,c_116018,3.860000000000003,c,c,116313,116018
Global,c_116314,c_116019,3.8900000000000032,c,c,116314,116019
Global,c_116604,c_116605,49.13000000000004,c,c,116604,116605
Global,c_116607,c_116902,3.8900000000000032,c,c,116607,116902
Global,c_116899,c_116900,30.350000000000026,c,c,116899,116900
Global,c_117194,c_117195,21.320000000000014,c,c,117194,117195
Global,c_117488,c_117489,38.61000000000003,c,c,117488,117489
Global,c_117782,c_117783,20.840000000000018,c,c,117782,117783
Global,c_118076,c_118077,17.330000000000016,c,c,118076,118077
Global,c_118370,c_118371,17.180000000000014,c,c,118370,118371
Global,c_118664,c_118665,16.650000000000016,c,c,118664,118665
Global,c_118959,c_119254,21.480000000000018,c,c,118959,119254
Global,c_119253,c_119254,65.10000000000007,c,c,119253,119254
Global,p_105077,c_115430,1.98,p,c,105077,115430
Global,p_105308,c_116018,0.02,p,c,105308,116018
Global,p_105325,c_116018,0.02,p,c,105325,116018
Global,p_105341,c_116018,0.02,p,c,105341,116018
Global,p_105380,c_116018,0.1,p,c,105380,116018
Global,p_105511,c_116018,2.25,p,c,105511,116018
Global,p_106002,c_115721,7.58,p,c,106002,115721
Global,p_106335,c_116902,0.59,p,c,106335,116902
Global,p_107038,c_118077,0.01,p,c,107038,118077
Global,p_107055,c_118077,0.01,p,c,107055,118077
Global,p_107069,c_118077,0.01,p,c,107069,118077
Global,p_107716,c_119254,1.65,p,c,107716,119254
Global,p_108191,c_119254,2924.5500000000025,p,c,108191,119254
Global,c_115426,p_106640,9.480000000000008,c,p,115426,106640
Global,c_115427,p_106640,109.14000000000009,c,p,115427,106640
Global,c_115430,p_106640,1804.5299999999997,c,p,115430,106640
Global,c_115720,p_106640,17.310000000000013,c,p,115720,106640
Global,c_115721,p_106640,9.660000000000002,c,p,115721,106640
Global,c_115722,p_106640,9.080000000000009,c,p,115722,106640
Global,c_115723,p_106640,1.2900000000000011,c,p,115723,106640
Global,c_115724,p_106640,1.500000000000001,c,p,115724,106640
Global,c_116016,p_106640,4.970000000000004,c,p,116016,106640
Global,c_116018,p_106640,8.240000000000002,c,p,116018,106640
Global,c_116019,p_106640,5.020000000000004,c,p,116019,106640
Global,c_116020,p_106640,1.8200000000000016,c,p,116020,106640
Global,c_116605,p_106640,51.12000000000004,c,p,116605,106640
Global,c_116900,p_106640,33.49000000000003,c,p,116900,106640
Global,c_116902,p_106640,6.410000000000005,c,p,116902,106640
Global,c_117195,p_106640,24.600000000000016,c,p,117195,106640
Global,c_117197,p_106640,2.730000000000002,c,p,117197,106640
Global,c_117489,c_117784,41.63000000000003,c,c,117489,117784
Global,c_117491,p_106640,1.110000000000001,c,p,117491,106640
Global,c_117783,c_117784,24.72000000000002,c,c,117783,117784
Global,c_118077,c_118078,20.910000000000025,c,c,118077,118078
Global,c_118371,c_118372,21.100000000000016,c,c,118371,118372
Global,c_118665,c_118666,19.88000000000002,c,c,118665,118666
Global,c_119254,p_107972,3014.5800000000027,c,p,119254,107972
Global,c_119256,p_107972,2.180000000000002,c,p,119256,107972
Global,c_119550,p_107972,1.090000000000001,c,p,119550,107972
Global,p_106635,c_117784,0.01,p,c,106635,117784
Global,p_106647,c_117784,0.01,p,c,106647,117784
Global,p_106664,c_117784,0.01,p,c,106664,117784
Global,p_106684,c_117784,0.02,p,c,106684,117784
Global,p_106688,c_117784,0.01,p,c,106688,117784
Global,p_107161,c_118372,0.01,p,c,107161,118372
Global,p_107177,c_118372,0.01,p,c,107177,118372
Global,p_107192,c_118372,0.01,p,c,107192,118372
Global,p_107204,c_118372,0.01,p,c,107204,118372
Global,p_107568,c_118666,1.66,p,c,107568,118666
Global,c_117784,c_117785,67.66000000000007,c,c,117784,117785
Global,c_118078,c_118079,22.020000000000024,c,c,118078,118079
Global,c_118372,c_118373,22.210000000000022,c,c,118372,118373
Global,c_118666,c_118667,23.670000000000023,c,c,118666,118667
Global,c_118962,c_118667,2.070000000000002,c,c,118962,118667
Global,p_106640,c_117785,2130.2999999999997,p,c,106640,117785
Global,p_107153,c_118079,2.15,p,c,107153,118079
Global,p_107413,c_118667,0.68,p,c,107413,118667
Global,p_107972,c_117785,3035.900000000003,p,c,107972,117785
Global,c_117785,c_118080,5236.650000000003,c,c,117785,118080
Global,c_118079,c_118080,27.290000000000028,c,c,118079,118080
Global,c_118373,c_118374,25.000000000000025,c,c,118373,118374
Global,c_118667,c_118668,28.790000000000028,c,c,118667,118668
Global,c_118080,c_118375,5267.2000000000035,c,c,118080,118375
Global,c_118374,c_118375,28.920000000000027,c,c,118374,118375
Global,c_118668,c_118669,32.400000000000034,c,c,118668,118669
Global,c_118375,c_118670,5298.810000000003,c,c,118375,118670
Global,c_118669,c_118670,35.85000000000004,c,c,118669,118670
Global,c_118670,c_118671,5338.520000000003,c,c,118670,118671
Global,c_118671,c_118672,5341.690000000003,c,c,118671,118672
Global,c_118965,c_118966,3.150000000000003,c,c,118965,118966
Global,c_118672,c_118967,5342.920000000003,c,c,118672,118967
Global,c_118966,c_118967,6.060000000000006,c,c,118966,118967
Global,c_118967,c_118968,5351.710000000003,c,c,118967,118968
Global,c_118968,c_118969,5355.220000000003,c,c,118968,118969
Global,p_107549,c_118969,1.06,p,c,107549,118969
Global,c_118969,c_118970,5359.110000000003,c,c,118969,118970
Global,c_119263,c_119264,3.810000000000003,c,c,119263,119264
Global,c_118970,c_118971,5362.750000000004,c,c,118970,118971
Global,c_119264,c_119265,7.490000000000006,c,c,119264,119265
Global,c_118971,c_118972,5364.750000000004,c,c,118971,118972
Global,c_119265,c_119266,11.47000000000001,c,c,119265,119266
Global,c_118972,c_119267,5367.310000000004,c,c,118972,119267
Global,c_119266,c_119267,14.990000000000013,c,c,119266,119267
Global,c_119267,p_107848,5383.690000000004,c,p,119267,107848
Subarea1,c_123325,c_123620,1.6600000000000017,c,c,123325,123620
Subarea1,c_123326,c_123621,2.040000000000002,c,c,123326,123621
Subarea1,c_123619,c_123620,2.190000000000002,c,c,123619,123620
Subarea1,c_123622,c_123621,1.5100000000000011,c,c,123622,123621
Subarea1,p_110417,c_123621,0.41,p,c,110417,123621
Subarea1,p_110434,c_123621,0.01,p,c,110434,123621
Subarea1,p_110468,c_123621,0.08,p,c,110468,123621
Subarea1,p_110549,c_123621,0.63,p,c,110549,123621
Subarea1,p_110551,c_123620,0.13,p,c,110551,123620
Subarea1,p_110573,c_123620,42.52,p,c,110573,123620
Subarea1,p_110578,c_123620,0.01,p,c,110578,123620
Subarea1,p_110597,c_123620,0.01,p,c,110597,123620
Subarea1,p_110798,c_123620,16.53,p,c,110798,123620
Subarea1,p_111114,c_124213,0.02,p,c,111114,124213
Subarea1,p_111130,c_124213,0.01,p,c,111130,124213
Subarea1,c_123620,p_111665,64.19,c,p,123620,111665
Subarea1,c_123621,p_111665,5.790000000000004,c,p,123621,111665
Subarea1,c_123917,p_111665,2.7900000000000027,c,p,123917,111665
Subarea1,c_124213,p_111665,2.5800000000000023,c,p,124213,111665
Subarea1,c_124509,c_124804,3.4700000000000033,c,c,124509,124804
Subarea1,c_124804,c_124805,5.760000000000005,c,c,124804,124805
Subarea1,c_125098,c_125099,1.3000000000000012,c,c,125098,125099
Subarea1,p_111665,c_125099,84.23,p,c,111665,125099
Subarea1,p_111677,c_125099,0.01,p,c,111677,125099
Subarea1,p_111832,c_125099,0.3,p,c,111832,125099
Subarea1,p_112077,c_125099,24.64,p,c,112077,125099
Subarea1,c_124805,c_125100,9.570000000000007,c,c,124805,125100
Subarea1,c_125099,c_125100,111.54,c,c,125099,125100
Subarea1,c_125696,c_125991,1.240000000000001,c,c,125696,125991
Subarea1,c_125100,c_125101,125.05000000000001,c,c,125100,125101
Subarea1,c_125991,c_126286,2.3100000000000023,c,c,125991,126286
Subarea1,p_112039,c_125102,2.31,p,c,112039,125102
Subarea1,c_125101,c_125396,129.05,c,c,125101,125396
Subarea1,c_125102,c_125397,5.8000000000000025,c,c,125102,125397
Subarea1,c_126285,c_126284,3.870000000000004,c,c,126285,126284
Subarea1,c_126286,c_126581,4.500000000000004,c,c,126286,126581
Subarea1,p_111907,c_125396,0.03,p,c,111907,125396
Subarea1,p_111915,c_125396,0.01,p,c,111915,125396
Subarea1,p_111960,c_125396,0.45,p,c,111960,125396
Subarea1,c_125396,c_125691,132.42,c,c,125396,125691
Subarea1,c_125397,c_125692,9.620000000000006,c,c,125397,125692
Subarea1,c_125989,c_125988,3.8400000000000034,c,c,125989,125988
Subarea1,c_126284,c_126283,6.830000000000006,c,c,126284,126283
Subarea1,c_126580,c_126579,3.630000000000003,c,c,126580,126579
Subarea1,c_126581,c_126876,7.620000000000007,c,c,126581,126876
Subarea1,c_126877,c_126876,3.140000000000003,c,c,126877,126876
Subarea1,p_112634,c_126576,0.01,p,c,112634,126576
Subarea1,p_112788,c_126576,2.17,p,c,112788,126576
Subarea1,c_125691,c_125986,136.26,c,c,125691,125986
Subarea1,c_125692,c_125987,13.170000000000009,c,c,125692,125987
Subarea1,c_125988,c_125987,7.120000000000006,c,c,125988,125987
Subarea1,c_126283,c_126282,10.46000000000001,c,c,126283,126282
Subarea1,c_126576,c_126577,3.8400000000000016,c,c,126576,126577
Subarea1,c_126579,c_126578,7.230000000000006,c,c,126579,126578
Subarea1,c_126875,c_126874,2.710000000000002,c,c,126875,126874
Subarea1,c_126876,c_127171,14.680000000000012,c,c,126876,127171
Subarea1,c_127172,c_127171,3.6800000000000033,c,c,127172,127171
Subarea1,p_112278,c_125985,0.01,p,c,112278,125985
Subarea1,p_112960,c_126874,0.01,p,c,112960,126874
Subarea1,p_113137,c_125985,17.37,p,c,113137,125985
Subarea1,c_125985,p_114034,18.500000000000004,c,p,125985,114034
Subarea1,c_125986,p_114034,138.07999999999998,c,p,125986,114034
Subarea1,c_125987,p_114034,22.540000000000017,c,p,125987,114034
Subarea1,c_126282,p_114034,12.450000000000012,c,p,126282,114034
Subarea1,c_126577,p_114034,4.940000000000003,c,p,126577,114034
Subarea1,c_126578,p_114034,9.90000000000001,c,p,126578,114034
Subarea1,c_126872,p_114034,3.310000000000003,c,p,126872,114034
Subarea1,c_126874,p_114034,6.200000000000005,c,p,126874,114034
Subarea1,c_127171,p_114034,20.92000000000002,c,p,127171,114034
Subarea1,c_127467,p_114034,3.530000000000003,c,p,127467,114034
Subarea1,c_128645,c_128646,2.7800000000000025,c,c,128645,128646
Subarea1,p_114034,c_128646,268.9600000000001,p,c,114034,128646
Subarea1,p_114171,c_128646,12.46,p,c,114171,128646
Subarea1,c_128646,c_128941,285.63000000000005,c,c,128646,128941
Subarea1,c_128940,c_128941,3.580000000000003,c,c,128940,128941
Subarea1,p_114143,c_128649,0.01,p,c,114143,128649
Subarea1,c_128649,c_128944,2.0600000000000014,c,c,128649,128944
Subarea1,c_128941,c_128942,292.22,c,c,128941,128942
Subarea1,p_114319,c_128944,1.63,p,c,114319,128944
Subarea1,p_114437,c_128944,1.07,p,c,114437,128944
Subarea1,p_114720,c_128944,5.89,p,c,114720,128944
Subarea1,c_128942,p_114585,294.21000000000004,c,p,128942,114585
Subarea1,c_128944,p_114585,11.680000000000003,c,p,128944,114585
Subarea1,p_114585,c_129238,310.45000000000005,p,c,114585,129238
Subarea1,c_129238,c_129533,313.97,c,c,129238,129533
Subarea1,c_129532,c_129533,3.870000000000004,c,c,129532,129533
Subarea1,c_129826,c_129827,3.990000000000004,c,c,129826,129827
Subarea1,c_129533,c_129828,321.68000000000006,c,c,129533,129828
Subarea1,c_129827,c_129828,7.710000000000008,c,c,129827,129828
Subarea1,c_129828,c_130123,332.6400000000001,c,c,129828,130123
Subarea1,c_130122,c_130123,3.650000000000003,c,c,130122,130123
Subarea1,c_130123,c_130124,339.9800000000001,c,c,130123,130124
Subarea1,c_130417,c_130418,3.0400000000000027,c,c,130417,130418
Subarea1,c_130124,c_130419,343.82000000000005,c,c,130124,130419
Subarea1,c_130418,c_130419,6.830000000000005,c,c,130418,130419
Subarea1,c_130712,c_130713,1.8800000000000017,c,c,130712,130713
Subarea1,p_116144,c_130713,3.22,p,c,116144,130713
Subarea1,c_130419,c_130714,354.6,c,c,130419,130714
Subarea1,c_130713,c_130714,8.220000000000004,c,c,130713,130714
Subarea1,c_130714,c_131009,366.65000000000003,c,c,130714,131009
Subarea1,c_131009,c_131010,368.94000000000005,c,c,131009,131010
Subarea1,c_130716,c_131011,3.3300000000000027,c,c,130716,131011
Subarea1,c_131010,c_131011,372.6700000000001,c,c,131010,131011
Subarea1,c_131011,c_131012,379.9700000000001,c,c,131011,131012
Subarea1,c_131012,c_131013,382.87000000000006,c,c,131012,131013
Subarea1,c_131013,c_131014,384.6600000000001,c,c,131013,131014
Subarea1,c_131014,c_131015,387.93000000000006,c,c,131014,131015
Subarea1,c_131015,c_131016,391.3400000000001,c,c,131015,131016
Subarea1,c_131016,c_131311,393.6000000000001,c,c,131016,131311
Subarea1,c_131310,c_131311,1.3500000000000012,c,c,131310,131311
Subarea1,c_131311,c_131312,396.0900000000001,c,c,131311,131312
Subarea1,c_131312,c_131607,398.7900000000001,c,c,131312,131607
Subarea1,c_131607,c_131608,400.1600000000001,c,c,131607,131608
Subarea1,c_131608,c_131609,401.24000000000007,c,c,131608,131609
Subarea1,c_131904,c_131609,2.9400000000000026,c,c,131904,131609
Subarea1,c_132198,p_116701,3.570000000000003,c,p,132198,116701
Subarea1,c_131609,c_131610,407.1500000000001,c,c,131609,131610
Subarea1,c_131611,c_131610,2.440000000000002,c,c,131611,131610
Subarea1,c_131615,c_131320,3.0400000000000027,c,c,131615,131320
Subarea1,p_116311,c_131610,0.07,p,c,116311,131610
Subarea1,p_116340,c_130433,11.27,p,c,116340,130433
Subarea1,p_116701,c_131610,10.270000000000003,p,c,116701,131610
Subarea1,c_129245,p_115339,1.250000000000001,c,p,129245,115339
Subarea1,c_129544,p_115339,2.120000000000002,c,p,129544,115339
Subarea1,c_129547,c_129548,1.9800000000000015,c,c,129547,129548
Subarea1,c_129840,p_115339,1.020000000000001,c,p,129840,115339
Subarea1,c_129841,p_115339,1.180000000000001,c,p,129841,115339
Subarea1,c_130433,p_116258,13.200000000000001,c,p,130433,116258
Subarea1,c_131317,p_116298,1.8600000000000017,c,p,131317,116298
Subarea1,c_131320,p_116258,5.390000000000005,c,p,131320,116258
Subarea1,c_131610,p_116298,421.61000000000007,c,p,131610,116298
Subarea1,p_116255,c_131323,0.01,p,c,116255,131323
Subarea1,p_116366,c_131328,1.68,p,c,116366,131328
Subarea1,p_116446,c_131323,7.62,p,c,116446,131323
Subarea1,c_116313,c_116018,3.860000000000003,c,c,116313,116018
Subarea1,c_116314,c_116019,3.8900000000000032,c,c,116314,116019
Subarea1,c_129548,c_129843,3.440000000000003,c,c,129548,129843
Subarea1,c_131034,c_131033,3.070000000000003,c,c,131034,131033
Subarea1,c_131323,c_131028,9.110000000000001,c,c,131323,131028
Subarea1,c_131328,c_131033,3.900000000000002,c,c,131328,131033
Subarea1,p_105308,c_116018,0.02,p,c,105308,116018
Subarea1,p_105325,c_116018,0.02,p,c,105325,116018
Subarea1,p_105341,c_116018,0.02,p,c,105341,116018
Subarea1,p_105380,c_116018,0.1,p,c,105380,116018
Subarea1,p_105511,c_116018,2.25,p,c,105511,116018
Subarea1,p_106002,c_115721,7.58,p,c,106002,115721
Subarea1,p_106335,c_116902,0.59,p,c,106335,116902
Subarea1,p_115254,c_129843,0.01,p,c,115254,129843
Subarea1,p_115339,c_128966,85.64,p,c,115339,128966
Subarea1,p_116084,c_131033,0.01,p,c,116084,131033
Subarea1,p_116089,c_130733,1.39,p,c,116089,130733
Subarea1,p_116155,c_131033,0.51,p,c,116155,131033
Subarea1,p_116258,c_129844,79.93,p,c,116258,129844
Subarea1,p_116298,c_129843,492.7900000000001,p,c,116298,129843
Subarea1,c_115721,p_106640,9.660000000000002,c,p,115721,106640
Subarea1,c_115724,p_106640,1.500000000000001,c,p,115724,106640
Subarea1,c_116018,p_106640,8.240000000000002,c,p,116018,106640
Subarea1,c_116019,p_106640,5.020000000000004,c,p,116019,106640
Subarea1,c_116020,p_106640,1.8200000000000016,c,p,116020,106640
Subarea1,c_116902,p_106640,2.5200000000000014,c,p,116902,106640
Subarea1,c_117197,p_106640,2.730000000000002,c,p,117197,106640
Subarea1,c_128966,p_115953,87.47,c,p,128966,115953
Subarea1,c_129558,p_115953,3.6400000000000032,c,p,129558,115953
Subarea1,c_129843,p_115953,497.74000000000007,c,p,129843,115953
Subarea1,c_129844,p_115953,82.60000000000001,c,p,129844,115953
Subarea1,c_129845,p_115953,1.3700000000000012,c,p,129845,115953
Subarea1,c_130733,p_115953,3.0600000000000014,c,p,130733,115953
Subarea1,c_130734,p_115953,1.170000000000001,c,p,130734,115953
Subarea1,c_131028,p_115953,11.700000000000003,c,p,131028,115953
Subarea1,c_131033,p_115953,11.170000000000009,c,p,131033,115953
Subarea1,p_107038,c_118077,0.01,p,c,107038,118077
Subarea1,p_107055,c_118077,0.01,p,c,107055,118077
Subarea1,p_107069,c_118077,0.01,p,c,107069,118077
Subarea1,c_118077,c_118372,3.5800000000000027,c,c,118077,118372
Subarea1,p_106635,c_117489,0.01,p,c,106635,117489
Subarea1,p_106640,c_117489,60.29000000000001,p,c,106640,117489
Subarea1,p_106647,c_117784,0.01,p,c,106647,117784
Subarea1,p_106664,c_117784,0.01,p,c,106664,117784
Subarea1,p_106684,c_117784,0.02,p,c,106684,117784
Subarea1,p_106688,c_117784,0.01,p,c,106688,117784
Subarea1,p_107153,c_117784,2.15,p,c,107153,117784
Subarea1,p_107161,c_118372,0.01,p,c,107161,118372
Subarea1,p_107177,c_118372,0.01,p,c,107177,118372
Subarea1,p_107192,c_118372,0.01,p,c,107192,118372
Subarea1,p_107204,c_118372,0.01,p,c,107204,118372
Subarea1,p_107413,c_118372,0.68,p,c,107413,118372
Subarea1,p_115953,c_128974,934.0799999999999,p,c,115953,128974
Subarea1,c_117489,p_107972,63.320000000000014,c,p,117489,107972
Subarea1,c_117784,p_107972,3.450000000000001,c,p,117784,107972
Subarea1,c_117785,p_107972,2.7900000000000027,c,p,117785,107972
Subarea1,c_118372,p_107972,5.370000000000003,c,p,118372,107972
Subarea1,c_118665,c_118664,3.230000000000003,c,c,118665,118664
Subarea1,c_118666,p_107568,2.1300000000000017,c,p,118666,107568
Subarea1,c_118667,p_107972,2.370000000000002,c,p,118667,107972
Subarea1,c_128974,p_114350,935.27,c,p,128974,114350
Subarea1,c_118664,c_118959,6.6100000000000065,c,c,118664,118959
Subarea1,c_118958,c_118959,3.8000000000000034,c,c,118958,118959
Subarea1,p_107568,c_118959,3.790000000000002,p,c,107568,118959
Subarea1,p_107716,c_118959,1.65,p,c,107716,118959
Subarea1,p_107972,c_119254,95.35000000000004,p,c,107972,119254
Subarea1,p_114350,c_128092,972.8299999999999,p,c,114350,128092
Subarea1,c_118959,p_108191,18.500000000000014,c,p,118959,108191
Subarea1,c_119254,p_108191,97.15000000000003,c,p,119254,108191
Subarea1,c_119550,p_108191,1.090000000000001,c,p,119550,108191
Subarea1,c_126015,c_126310,1.8700000000000017,c,c,126015,126310
Subarea1,c_128092,p_113592,975.6999999999999,c,p,128092,113592
Subarea1,c_125722,c_125723,3.0400000000000027,c,c,125722,125723
