network_name	patch_id	counted_area_ha	total_patch_ha
Global	92474	4.90000000	4.90000000
Global	92499	0.87000000	0.87000000
Global	92518	0.02000000	0.02000000
Global	92548	0.01000000	0.01000000
Global	92693	0.01000000	0.01000000
Global	92701	0.41000000	0.41000000
Global	92704	11.11000000	11.11000000
Global	92705	1.83000000	1.83000000
Global	92741	0.51000000	0.51000000
Global	92801	1.92000000	1.92000000
Global	92822	0.01000000	0.01000000
Global	92833	2.67000000	2.67000000
Global	92850	0.01000000	0.01000000
Global	92875	10.80000000	10.80000000
Global	92888	0.11000000	0.11000000
Global	92897	0.01000000	0.01000000
Global	92904	2.07000000	2.07000000
Global	92907	1.80000000	1.80000000
Global	92956	3.66000000	3.66000000
Global	92960	0.44000000	0.44000000
Global	92997	2.45000000	2.45000000
Global	93019	0.07000000	0.07000000
Global	93059	1.20000000	1.20000000
Global	93074	0.01000000	0.01000000
Global	93081	0.01000000	0.01000000
Global	93082	0.01000000	0.01000000
Global	93089	0.01000000	0.01000000
Global	93102	0.16000000	0.16000000
Global	93103	4.16000000	4.16000000
Global	93131	0.05000000	0.05000000
Global	93140	3.17000000	3.17000000
Global	93166	0.39000000	0.39000000
Global	93184	66.07000000	66.07000000
Global	93193	9.78000000	9.78000000
Global	93194	0.49000000	0.49000000
Global	93196	0.04000000	0.04000000
Global	93200	0.01000000	0.01000000
Global	93219	0.02000000	0.02000000
Global	93238	0.04000000	0.04000000
Global	93239	0.03000000	0.03000000
Global	93241	0.05000000	0.05000000
Global	93248	0.01000000	0.01000000
Global	93249	0.01000000	0.01000000
Global	93250	0.03000000	0.03000000
Global	93256	0.01000000	0.01000000
Global	93265	0.01000000	0.01000000
Global	93266	0.01000000	0.01000000
Global	93285	0.01000000	0.01000000
Global	93286	0.01000000	0.01000000
Global	93296	0.01000000	0.01000000
Global	93318	16.30000000	16.30000000
Global	93324	0.43000000	0.43000000
Global	93327	0.02000000	0.02000000
Global	93347	3.51000000	3.51000000
Global	93353	85.94000000	85.94000000
Global	93363	0.11000000	0.11000000
Global	93371	0.01000000	0.01000000
Global	93377	0.01000000	0.01000000
Global	93465	0.01000000	0.01000000
Global	93473	9.98000000	9.98000000
Global	93476	1.04000000	1.04000000
Global	93492	0.01000000	0.01000000
Global	93499	0.03000000	0.03000000
Global	93502	0.04000000	0.04000000
Global	93505	0.02000000	0.02000000
Global	93538	0.16000000	0.16000000
Global	93547	0.11000000	0.11000000
Global	93566	0.14000000	0.14000000
Global	93575	0.03000000	0.03000000
Global	93626	0.01000000	0.01000000
Global	93650	0.02000000	0.02000000
Global	93655	13.51000000	13.51000000
Global	93665	0.01000000	0.01000000
Global	93680	0.01000000	0.01000000
Global	93688	0.01000000	0.01000000
Global	93706	0.02000000	0.02000000
Global	93710	0.33000000	0.33000000
Global	93729	0.05000000	0.05000000
Global	93756	0.01000000	0.01000000
Global	93790	12.85000000	12.85000000
Global	93896	0.02000000	0.02000000
Global	93901	0.54000000	0.54000000
Global	93928	0.02000000	0.02000000
Global	93936	41.06000000	41.06000000
Global	93949	0.02000000	0.02000000
Global	93979	0.03000000	0.03000000
Global	93980	0.02000000	0.02000000
Global	93996	0.03000000	0.03000000
Global	94002	0.37000000	0.37000000
Global	94011	0.01000000	0.01000000
Global	94023	0.10000000	0.10000000
Global	94030	0.02000000	0.02000000
Global	94059	0.01000000	0.01000000
Global	94076	0.01000000	0.01000000
Global	94082	0.02000000	0.02000000
Global	94093	0.01000000	0.01000000
Global	94104	6.53000000	6.53000000
Global	94135	0.01000000	0.01000000
Global	94141	0.01000000	0.01000000
Global	94169	0.01000000	0.01000000
Global	94177	0.03000000	0.03000000
Global	94206	0.02000000	0.02000000
Global	94241	1.14000000	1.14000000
Global	94249	0.03000000	0.03000000
Global	94250	0.01000000	0.01000000
Global	94259	0.01000000	0.01000000
Global	94269	0.01000000	0.01000000
Global	94316	0.02000000	0.02000000
Global	94369	0.01000000	0.01000000
Global	94378	1.29000000	1.29000000
Global	94495	1.25000000	1.25000000
Global	94501	0.02000000	0.02000000
Global	94519	27.93000000	27.93000000
Global	94527	0.01000000	0.01000000
Global	94530	1.76000000	1.76000000
Global	94544	2.28000000	2.28000000
Global	94548	0.02000000	0.02000000
Global	94555	0.79000000	0.79000000
Global	94581	2.75000000	2.75000000
Global	94626	0.05000000	0.05000000
Global	94644	0.02000000	0.02000000
Global	94645	0.02000000	0.02000000
Global	94648	0.01000000	0.01000000
Global	94659	0.01000000	0.01000000
Global	94682	0.01000000	0.01000000
Global	94684	1.33000000	1.33000000
Global	94688	0.01000000	0.01000000
Global	94689	0.01000000	0.01000000
Global	94702	0.02000000	0.02000000
Global	94703	0.97000000	0.97000000
Global	94712	0.02000000	0.02000000
Global	94717	0.05000000	0.05000000
Global	94719	0.02000000	0.02000000
Global	94722	0.30000000	0.30000000
Global	94728	1.44000000	1.44000000
Global	94760	0.10000000	0.10000000
Global	94878	0.01000000	0.01000000
Global	94894	0.01000000	0.01000000
Global	95016	2.08000000	2.08000000
Global	95048	2.79000000	2.79000000
Global	95161	0.01000000	0.01000000
Global	95167	3.04000000	3.04000000
Global	95208	11.32000000	11.32000000
Global	95225	0.01000000	0.01000000
Global	95238	0.01000000	0.01000000
Global	95248	0.01000000	0.01000000
Global	95249	0.01000000	0.01000000
Global	95273	0.01000000	0.01000000
Global	95296	2.01000000	2.01000000
Global	95346	0.01000000	0.01000000
Global	95353	8.94000000	8.94000000
Global	95358	0.01000000	0.01000000
Global	95366	0.01000000	0.01000000
Global	95410	3.75000000	3.75000000
Global	95436	0.19000000	0.19000000
Global	95512	0.56000000	0.56000000
Global	95544	0.02000000	0.02000000
Global	95560	0.02000000	0.02000000
Global	95569	0.17000000	0.17000000
Global	95576	0.06000000	0.06000000
Global	95676	0.02000000	0.02000000
Global	95703	8.48000000	8.48000000
Global	95707	1.33000000	1.33000000
Global	95741	3.39000000	3.39000000
Global	95775	0.01000000	0.01000000
Global	95792	1.29000000	1.29000000
Global	95826	0.34000000	0.34000000
Global	95851	0.02000000	0.02000000
Global	95891	0.82000000	0.82000000
Global	95892	0.52000000	0.52000000
Global	95906	0.01000000	0.01000000
Global	95910	0.01000000	0.01000000
Global	95920	0.01000000	0.01000000
Global	95939	0.01000000	0.01000000
Global	95945	0.11000000	0.11000000
Global	96010	0.51000000	0.51000000
Global	96023	0.12000000	0.12000000
Global	96034	0.01000000	0.01000000
Global	96043	0.01000000	0.01000000
Global	96049	0.01000000	0.01000000
Global	96061	0.01000000	0.01000000
Global	96062	0.01000000	0.01000000
Global	96063	0.02000000	0.02000000
Global	96084	0.02000000	0.02000000
Global	96089	1.56000000	1.56000000
Global	96091	0.04000000	0.04000000
Global	96095	0.01000000	0.01000000
Global	96096	0.02000000	0.02000000
Global	96106	2.80000000	2.80000000
Global	96143	0.01000000	0.01000000
Global	96148	0.02000000	0.02000000
Global	96149	0.10000000	0.10000000
Global	96171	0.17000000	0.17000000
Global	96172	0.10000000	0.10000000
Global	96193	0.01000000	0.01000000
Global	96199	0.28000000	0.28000000
Global	96226	0.02000000	0.02000000
Global	96298	50.82000000	50.82000000
Global	96310	0.18000000	0.18000000
Global	96449	0.80000000	0.80000000
Global	96454	0.25000000	0.25000000
Global	96679	6.53000000	6.53000000
Global	96797	0.41000000	0.41000000
Global	96981	0.01000000	0.01000000
Global	97000	0.05000000	0.05000000
Global	97063	1.11000000	1.11000000
Global	97316	20.80000000	20.80000000
Global	97400	20.75000000	20.75000000
Global	97574	0.14000000	0.14000000
Global	97632	0.03000000	0.03000000
Global	97636	0.56000000	0.56000000
Global	97648	2.97000000	2.97000000
Global	97698	1.82000000	1.82000000
Global	97766	0.27000000	0.27000000
Global	97788	0.09000000	0.09000000
Global	97797	0.29000000	0.29000000
Global	97814	0.01000000	0.01000000
Global	97826	0.01000000	0.01000000
Global	97830	40.74000000	40.74000000
Global	97855	0.05000000	0.05000000
Global	97867	0.01000000	0.01000000
Global	97916	0.89000000	0.89000000
Global	98042	3.92000000	3.92000000
Global	98051	0.46000000	0.46000000
Global	98059	17.52000000	17.52000000
Global	98085	0.27000000	0.27000000
Global	98507	2.94000000	2.94000000
Global	98642	1.36000000	1.36000000
Global	98829	12.71000000	12.71000000
Global	98972	0.01000000	0.01000000
Global	99051	15.80000000	15.80000000
Global	99173	0.09000000	0.09000000
Global	99185	0.01000000	0.01000000
Global	99191	3.00000000	3.00000000
Global	99214	0.39000000	0.39000000
Global	99230	0.01000000	0.01000000
Global	99335	15.88000000	15.88000000
Global	99515	0.01000000	0.01000000
Global	99788	0.18000000	0.18000000
Global	99812	0.62000000	0.62000000
Global	99843	0.09000000	0.09000000
Global	99845	0.03000000	0.03000000
Global	99864	0.01000000	0.01000000
Global	99902	0.06000000	0.06000000
Global	99930	0.24000000	0.24000000
Global	99944	0.01000000	0.01000000
Global	99957	1.02000000	1.02000000
Global	99987	0.54000000	0.54000000
Global	100008	0.81000000	0.81000000
Global	100059	0.73000000	0.73000000
Global	100098	0.01000000	0.01000000
Global	100162	0.61000000	0.61000000
Global	100202	0.18000000	0.18000000
Global	100209	38.16000000	38.16000000
Global	100390	0.03000000	0.03000000
Global	100506	0.28000000	0.28000000
Global	100519	0.01000000	0.01000000
Global	100587	0.50000000	0.50000000
Global	100625	30.30000000	30.30000000
Global	100650	19.95000000	19.95000000
Global	100822	0.55000000	0.55000000
Global	100874	0.41000000	0.41000000
Global	100892	0.03000000	0.03000000
Global	100935	0.19000000	0.19000000
Global	100941	0.01000000	0.01000000
Global	100948	0.11000000	0.11000000
Global	100951	0.01000000	0.01000000
Global	100974	0.02000000	0.02000000
Global	100979	0.57000000	0.57000000
Global	100986	0.01000000	0.01000000
Global	100987	0.01000000	0.01000000
Global	100996	0.01000000	0.01000000
Global	101005	0.01000000	0.01000000
Global	101030	0.07000000	0.07000000
Global	101032	0.04000000	0.04000000
Global	101052	0.02000000	0.02000000
Global	101107	0.03000000	0.03000000
Global	101120	0.04000000	0.04000000
Global	101130	0.01000000	0.01000000
Global	101151	0.01000000	0.01000000
Global	101168	0.01000000	0.01000000
Global	101174	0.05000000	0.05000000
Global	101207	0.28000000	0.28000000
Global	101221	0.02000000	0.02000000
Global	101228	0.26000000	0.26000000
Global	101231	0.01000000	0.01000000
Global	101237	0.39000000	0.39000000
Global	101247	0.02000000	0.02000000
Global	101257	0.03000000	0.03000000
Global	101260	0.01000000	0.01000000
Global	101274	0.01000000	0.01000000
Global	101287	0.18000000	0.18000000
Global	101292	0.01000000	0.01000000
Global	101300	0.01000000	0.01000000
Global	101318	0.01000000	0.01000000
Global	101364	0.05000000	0.05000000
Global	101456	0.62000000	0.62000000
Global	101490	0.87000000	0.87000000
Global	101533	0.08000000	0.08000000
Global	101538	0.09000000	0.09000000
Global	101547	0.35000000	0.35000000
Global	101580	0.49000000	0.49000000
Global	101586	0.01000000	0.01000000
Global	101598	0.22000000	0.22000000
Global	101619	0.02000000	0.02000000
Global	101791	0.50000000	0.50000000
Global	101980	0.02000000	0.02000000
Global	101982	0.09000000	0.09000000
Global	101990	0.01000000	0.01000000
Global	102032	0.05000000	0.05000000
Global	102064	0.21000000	0.21000000
Global	102069	0.07000000	0.07000000
Global	102082	0.04000000	0.04000000
Global	102102	0.04000000	0.04000000
Global	102127	0.01000000	0.01000000
Global	102263	0.59000000	0.59000000
Global	102281	2.40000000	2.40000000
Global	102357	1.69000000	1.69000000
Global	102445	1.79000000	1.79000000
Global	102468	0.41000000	0.41000000
Global	102474	0.02000000	0.02000000
Global	102497	0.12000000	0.12000000
Global	102533	0.01000000	0.01000000
Global	102546	0.45000000	0.45000000
Global	102604	3.03000000	3.03000000
Global	102653	0.13000000	0.13000000
Global	102707	0.46000000	0.46000000
Global	102803	0.55000000	0.55000000
Global	102936	4.12000000	4.12000000
Global	103226	0.01000000	0.01000000
Global	103409	0.03000000	0.03000000
Global	103532	1.91000000	1.91000000
Global	103544	0.06000000	0.06000000
Global	103580	0.03000000	0.03000000
Global	103661	0.18000000	0.18000000
Global	103678	0.11000000	0.11000000
Global	103980	1.76000000	1.76000000
Global	104015	0.01000000	0.01000000
Global	104237	0.32000000	0.32000000
Global	104364	17.13000000	17.13000000
Global	104437	0.10000000	0.10000000
Global	104469	0.03000000	0.03000000
Global	104638	2.07000000	2.07000000
Global	104654	0.47000000	0.47000000
Global	104712	8.88000000	8.88000000
Global	104845	5.34000000	5.34000000
Global	104912	14.55000000	14.55000000
Global	104915	1.34000000	1.34000000
Global	104948	0.01000000	0.01000000
Global	105077	1.98000000	1.98000000
Global	105111	4.49000000	4.49000000
Global	105117	1.02000000	1.02000000
Global	105308	0.02000000	0.02000000
Global	105325	0.02000000	0.02000000
Global	105341	0.02000000	0.02000000
Global	105380	0.10000000	0.10000000
Global	105511	2.25000000	2.25000000
Global	105698	0.36000000	0.36000000
Global	105872	0.88000000	0.88000000
Global	106002	7.58000000	7.58000000
Global	106010	0.71000000	0.71000000
Global	106116	0.16000000	0.16000000
Global	106126	0.65000000	0.65000000
Global	106335	0.59000000	0.59000000
Global	106635	0.01000000	0.01000000
Global	106640	28.80000000	28.80000000
Global	106647	0.01000000	0.01000000
Global	106664	0.01000000	0.01000000
Global	106684	0.02000000	0.02000000
Global	106688	0.01000000	0.01000000
Global	107153	2.15000000	2.15000000
Global	107161	0.01000000	0.01000000
Global	107177	0.01000000	0.01000000
Global	107192	0.01000000	0.01000000
Global	107204	0.01000000	0.01000000
Global	107413	0.68000000	0.68000000
Global	107568	1.66000000	1.66000000
Global	107716	1.65000000	1.65000000
Global	107940	0.01000000	0.01000000
Global	107948	0.03000000	0.03000000
Global	107957	0.01000000	0.01000000
Global	107965	0.01000000	0.01000000
Global	107972	18.05000000	18.05000000
Global	107976	0.06000000	0.06000000
Global	107977	0.01000000	0.01000000
Global	107982	0.01000000	0.01000000
Global	107992	0.02000000	0.02000000
Global	108191	6.00000000	6.00000000
Global	108207	0.10000000	0.10000000
Global	108208	0.30000000	0.30000000
Global	108209	0.03000000	0.03000000
Global	108251	0.53000000	0.53000000
Global	108261	0.01000000	0.01000000
Global	108274	0.01000000	0.01000000
Global	108283	0.01000000	0.01000000
Global	108302	0.01000000	0.01000000
Global	108310	0.01000000	0.01000000
Global	108320	7.41000000	7.41000000
Global	108321	0.71000000	0.71000000
Global	108327	0.01000000	0.01000000
Global	108329	2.59000000	2.59000000
Global	108333	0.25000000	0.25000000
Global	109133	7.12000000	7.12000000
Global	109138	0.68000000	0.68000000
Global	109150	15.17000000	15.17000000
Global	109155	0.01000000	0.01000000
Global	109210	0.23000000	0.23000000
Global	109215	0.12000000	0.12000000
Global	109219	0.01000000	0.01000000
Global	109240	0.01000000	0.01000000
Global	109464	1.04000000	1.04000000
Global	109723	0.01000000	0.01000000
Global	109749	0.01000000	0.01000000
Global	109821	73.74000000	73.74000000
Global	109852	8.38000000	8.38000000
Global	109879	0.05000000	0.05000000
Global	109970	2.71000000	2.71000000
Global	110110	1.41000000	1.41000000
Global	110122	0.01000000	0.01000000
Global	110135	0.02000000	0.02000000
Global	110314	2.54000000	2.54000000
Global	110321	0.01000000	0.01000000
Global	110417	0.41000000	0.41000000
Global	110434	0.01000000	0.01000000
Global	110435	0.01000000	0.01000000
Global	110465	0.61000000	0.61000000
Global	110468	0.08000000	0.08000000
Global	110549	0.63000000	0.63000000
Global	110551	0.13000000	0.13000000
Global	110564	7.78000000	7.78000000
Global	110573	42.52000000	42.52000000
Global	110578	0.01000000	0.01000000
Global	110597	0.01000000	0.01000000
Global	110625	0.01000000	0.01000000
Global	110637	0.01000000	0.01000000
Global	110798	16.53000000	16.53000000
Global	111012	0.01000000	0.01000000
Global	111019	0.01000000	0.01000000
Global	111029	4.45000000	4.45000000
Global	111064	0.04000000	0.04000000
Global	111081	0.01000000	0.01000000
Global	111114	0.02000000	0.02000000
Global	111126	5.17000000	5.17000000
Global	111130	0.01000000	0.01000000
Global	111194	20.95000000	20.95000000
Global	111283	0.53000000	0.53000000
Global	111424	2.25000000	2.25000000
Global	111540	1.54000000	1.54000000
Global	111604	2.71000000	2.71000000
Global	111665	8.88000000	8.88000000
Global	111677	0.01000000	0.01000000
Global	111678	0.01000000	0.01000000
Global	111832	0.30000000	0.30000000
Global	111907	0.03000000	0.03000000
Global	111915	0.01000000	0.01000000
Global	111960	0.45000000	0.45000000
Global	112039	2.31000000	2.31000000
Global	112077	24.64000000	24.64000000
Global	112101	0.01000000	0.01000000
Global	112111	0.01000000	0.01000000
Global	112116	0.51000000	0.51000000
Global	112213	4.84000000	4.84000000
Global	112278	0.01000000	0.01000000
Global	112337	0.07000000	0.07000000
Global	112353	0.09000000	0.09000000
Global	112362	0.01000000	0.01000000
Global	112634	0.01000000	0.01000000
Global	112757	0.29000000	0.29000000
Global	112788	2.17000000	2.17000000
Global	112962	11.36000000	11.36000000
Global	112975	17.28000000	17.28000000
Global	113129	0.02000000	0.02000000
Global	113137	17.37000000	17.37000000
Global	113141	0.01000000	0.01000000
Global	113155	0.01000000	0.01000000
Global	113174	0.01000000	0.01000000
Global	113185	0.22000000	0.22000000
Global	113189	0.01000000	0.01000000
Global	113218	0.08000000	0.08000000
Global	113228	0.12000000	0.12000000
Global	113242	0.01000000	0.01000000
Global	113254	0.01000000	0.01000000
Global	113260	4.30000000	4.30000000
Global	113285	0.05000000	0.05000000
Global	113288	37.53000000	37.53000000
Global	113315	0.42000000	0.42000000
Global	113317	0.09000000	0.09000000
Global	113347	0.01000000	0.01000000
Global	113370	0.27000000	0.27000000
Global	113584	0.01000000	0.01000000
Global	113592	62.24000000	62.24000000
Global	113693	17.70000000	17.70000000
Global	113703	10.91000000	10.91000000
Global	113794	1.16000000	1.16000000
Global	113879	0.01000000	0.01000000
Global	113880	0.02000000	0.02000000
Global	113888	0.25000000	0.25000000
Global	113910	0.10000000	0.10000000
Global	113983	0.61000000	0.61000000
Global	114034	28.59000000	28.59000000
Global	114039	207.71000000	207.71000000
Global	114114	0.01000000	0.01000000
