reclass,Value1,Value2,Count,C_01,SN_Source,SN_NatureTypeCode,C_02,C_03,C_05,C_06,SN_Overall_LandCover,SN_Sub1_NatureLandCover,SN_Sub2_NatureLandCover,SN_Exclude_Modelling,SN_Suitability,SN_ModelClass,SN_Combined_Cat,SN_ForestOpen,ForestShrubOpen,SN_Wet_Dry,SN_Wet_Medium_Dry,SN_Rich_Poor,SN_Calcarious_Acidic,SN_SoilType,SN_Non_native,SN_Deciduous_Coniferous,Coastal_Inland,Comments
6,696,696,996,40714000,HabitatDirective,7140,Hængesæk,Transition mires and quaking bogs,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Exclude?,Exclude,Exclude,Open wet,Open,Open,Wet,Wet,Poor-Rich,NA,Indiff,Native,NA,Inland,"There are both a nutrient poor and nutrient rich version. Both unlikely to develop on transformed agricultural land, hence suggested to be excluded."
5,697,697,34,20310500,Paragraph3?,TBD,Marsk,Coastal marsh,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Moist,Rich,Neutral,,Native,NA,Coastal,
2,698,698,7450,20320600,TBD,TBD,Klit,Dune,"321000 Natur, tør","321000 Nature, dry",Open dry,Dune,Dune,Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Neutral,Sand,Native,NA,Coastal,
5,699,699,12347,20310500,Paragraph3?,TBD,Marsk,Coastal marsh,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Moist,Rich,Neutral,,Native,NA,Coastal,
5,700,700,3778,20310400,Paragraph3?,TDB,Strandeng,Coastal meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
5,701,701,5140,40133000,HabitatDirective,1330,Strandeng,Atlantic salt meadows,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
5,702,702,12849,20310400,Paragraph3?,TDB,Strandeng,Coastal meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
5,703,703,5522,30000500,Paragraph3?,TDB,Strandeng,Coastal meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
4,704,704,328,40403000,HabitatDirective,4030,Tør hede,European dry heaths,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Inland,
9,705,705,139,40641000,HabitatDirective,6410,Tidvis våd eng,"Molinia meadows on calcareous, peaty or clayey-silt laden soils (Molinion caeruleae)","322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,Peat,Native,NA,Inland,
11,706,706,480,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
6,707,707,872,30000300,Paragraph3,TBD,Mose,Mire / bog,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Wet,Both,Both,Peat,Native,NA,Both,Paragraph 3 bogs - can be moth nutrient rich and poor. 
4,708,708,217,30000200,Paragraph3,TBD,Hede,Heather,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Coastal or indland,Paragraph 3 heaths can be both inland or coastal
5,709,709,8392,30000500,Paragraph3?,TDB,Strandeng,Coastal meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
6,710,710,104453,40712000,HabitatDirective,7120,Nedbrudt højmose,Degraded raised bogs still capable of natural regeneration,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Acidic,,Native,NA,Inland,
4,711,711,378,30000200,Paragraph3,TBD,Hede,Heather,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Coastal or indland,Paragraph 3 heaths can be both inland or coastal
5,712,712,437,20310200,TBD,TBD,Strandsump,Coastal swamp,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
5,713,713,241,40134000,HabitatDirective,1340,Indlandssalteng,Inland salt meadows,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
5,714,714,1,40134000,HabitatDirective,1340,Indlandssalteng,Inland salt meadows,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
11,715,715,37226,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,716,716,178,30000100,Paragraph3,TBD,Eng,Wet meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Moist,Both,Neutral,Indiff,Native,NA,indiff,"Paragraf 3 wet meadows some can be poor, but most are expected to be relatively rich"
11,717,717,6829,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2,718,718,612,40219000,HabitatDirective,2190,Klitlavning,Humid dune slacks,"321000 Natur, tør","321000 Nature, dry",Open wet,Heath,"Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Moist,Poor,Both,Peat,Native,NA,Both,"Basemap classifies ""Dune slacks"" as dry: They are generally wet and here classified as such"
2,719,719,230,40219000,HabitatDirective,2190,Klitlavning,Humid dune slacks,"321000 Natur, tør","321000 Nature, dry",Open wet,Heath,"Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Moist,Poor,Both,Peat,Native,NA,Both,"Basemap classifies ""Dune slacks"" as dry: They are generally wet and here classified as such"
6,720,720,4810,30000300,Paragraph3,TBD,Mose,Mire / bog,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Wet,Both,Both,Peat,Native,NA,Both,Paragraph 3 bogs - can be moth nutrient rich and poor. 
5,721,721,206,30000500,Paragraph3?,TDB,Strandeng,Coastal meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
5,722,722,8014,30000500,Paragraph3?,TDB,Strandeng,Coastal meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
5,723,723,239,20310400,Paragraph3?,TDB,Strandeng,Coastal meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
5,724,724,26,20310500,Paragraph3?,TBD,Marsk,Coastal marsh,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Moist,Rich,Neutral,,Native,NA,Coastal,
5,725,725,2597,40133000,HabitatDirective,1330,Strandeng,Atlantic salt meadows,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
11,726,726,981,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5,727,727,4656,40133000,HabitatDirective,1330,Strandeng,Atlantic salt meadows,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
1,728,728,6,20610600,TBD,TBD,Birk,Birch,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryPoor,ForestDryPoor,Forest dry,Forest,Forest,Dry,Moist,Poor,Indiff,,Native,Deciduous,Indiff,
11,729,729,2251,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,730,730,254,50990116,,,"Teknisk areal, Parkeringsanlæg","Technical area, Car park",124000 Andet bebyggelse,124000 Other built up,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,731,731,141120,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,732,732,28428,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,733,733,61625,30000100,Paragraph3,TBD,Eng,Wet meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Moist,Both,Neutral,Indiff,Native,NA,indiff,"Paragraf 3 wet meadows some can be poor, but most are expected to be relatively rich"
5,734,734,9019,40133000,HabitatDirective,1330,Strandeng,Atlantic salt meadows,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
11,735,735,1128,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,736,736,65855,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,737,737,19031,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,738,738,3,20310100,Paragraph3,TBD,Eng,Wet meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Moist,Both,Neutral,Indiff,Native,NA,indiff,"Paragraf 3 wet meadows some can be poor, but most are expected to be relatively rich"
11,739,739,8146,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,740,740,1992,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
6,741,741,2,40712000,HabitatDirective,7120,Nedbrudt højmose,Degraded raised bogs still capable of natural regeneration,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Acidic,,Native,NA,Inland,
5,742,742,2181,30000500,Paragraph3?,TDB,Strandeng,Coastal meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
12,743,743,4054,10200800,,,Militære anlæg,Military installation,124000 Andet bebyggelse,124000 Other built up,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
6,744,744,1309,30000300,Paragraph3,TBD,Mose,Mire / bog,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Wet,Both,Both,Peat,Native,NA,Both,Paragraph 3 bogs - can be moth nutrient rich and poor. 
4,745,745,100,30000200,Paragraph3,TBD,Hede,Heather,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Coastal or indland,Paragraph 3 heaths can be both inland or coastal
3,746,746,157,20600200,TBD,TBD,Ukultiveret areal,Uncultivated area,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Indiff,Indiff,Indiff,Native,NA,,
10,747,747,5703,10622400,TBD,TBD,Hvidgran,White spruce,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Coniferous,Indiff,
6,748,748,1020,40712000,HabitatDirective,7120,Nedbrudt højmose,Degraded raised bogs still capable of natural regeneration,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Acidic,,Native,NA,Inland,
10,749,749,11974,10610900,TBD,TBD,Contorta,Contorta,311000 Skov,311000 Forest,Shrub,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Shrub,Dry,Dry,Poor,Acidic,NA,Non-native,Coniferous,,
6,750,750,52,40712000,HabitatDirective,7120,Nedbrudt højmose,Degraded raised bogs still capable of natural regeneration,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Acidic,,Native,NA,Inland,
5,751,751,2352,40133000,HabitatDirective,1330,Strandeng,Atlantic salt meadows,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
10,752,752,7665,10621000,TBD,TBD,Fransk bjergfyr,Frensh mountain pine,311000 Skov,311000 Forest,Shrub,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Shrub,Dry,Dry,Poor,Acidic,NA,Non-native,Coniferous,,
12,753,753,1692,50990203,,,"Bassin, Overløbsbassin","Basin, Overflow basin",124000 Andet bebyggelse,124000 Other built up,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10,754,754,166,20622100,TBD,TBD,Skovfyr,Scotsh pine,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryPoor,ForestDryPoor,Forest dry,Forest,Forest,Dry,Dry,Poor,Acidic,,Native,Coniferous,Indiff,
11,755,755,36807,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1,756,756,1329,20611200,TBD,TBD,Elm,Elm,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryRich,ForestDryRich,Forest dry,Forest,Forest,Dry,Dry,Rich,Neutral,,Native,Deciduous,Indiff,
3,757,757,39,20600200,TBD,TBD,Ukultiveret areal,Uncultivated area,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Indiff,Indiff,Indiff,Native,NA,,
6,758,758,64,30000300,Paragraph3,TBD,Mose,Mire / bog,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Wet,Both,Both,Peat,Native,NA,Both,Paragraph 3 bogs - can be moth nutrient rich and poor. 
11,759,759,966,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10,760,760,136,20622000,TBD,TBD,Sitagran,Sita spruce,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Coniferous,Indiff,
1,761,761,6256,20611700,TBD,TBD,Kirsebær,Cherry,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryRich,ForestDryRich,Forest dry,Forest,Forest,Dry,Dry,Rich,Neutral,,Native,Deciduous,Indiff,
3,762,762,36133,20320400,TBD,TBD,"Slette, Overdrev (Slette)",Plain,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
11,763,763,258,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,764,764,4940,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3,765,765,7031,20320400,TBD,TBD,"Slette, Overdrev (Slette)",Plain,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
4,766,766,1154,20320100,Paragraph3,TBD,Hede,Heather,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Coastal or indland,Paragraph 3 heaths can be both inland or coastal
16,767,767,37916,20230000,TBD,TBD,Brandbaelte,Fire break,"321000 Natur, tør","321000 Nature, dry",Exclude,"Potential grassland, human disturbance","Grassland, heath and potential grassland",Exclude?,Exclude,Exclude,"Nature dry, human disturbance",Open,Open,Dry,Dry,Indiff,Indiff,Indiff,NA,NA,Indiff,
11,768,768,3328,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
4,769,769,413,20320100,Paragraph3,TBD,Hede,Heather,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Coastal or indland,Paragraph 3 heaths can be both inland or coastal
3,770,770,8264,40621000,HabitatDirective,6210,Kalkoverdrev,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia),"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Calcarious,,Native,NA,Coastal,
2,771,771,13,40225000,HabitatDirective,2250,Enebærklit,Coastal dunes with Juniperus spp.,"321000 Natur, tør","321000 Nature, dry",Open dry,Dune,Dune,Include,DryPoor,OpenDryPoor,Open dry,Open,Shrub,Dry,Dry,Poor,Neutral,Sand,Native,NA,Coastal,
7,772,772,309,40513000,HabitatDirective,5130,Enekrat,Juniperus communis formations on heaths or calcareous grasslands,"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland-Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Shrub,Dry,Dry,Poor,Both ,Indiff,Native,NA,,
2,773,773,67,40213000,HabitatDirective,2130,Grå/grøn klit,Fixed coastal dunes with herbaceous vegetation (grey dunes),"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland-Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Neutral,Sand,Native,NA,Coastal,"Can be either calcarous, neutral or acidic."
3,774,774,475,40623000,HabitatDirective,6230,Surt overdrev,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)","321000 Natur, tør","321000 Nature, dry",Open dry,Grassland,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,,Native,NA,Both,
7,775,775,143,40513000,HabitatDirective,5130,Enekrat,Juniperus communis formations on heaths or calcareous grasslands,"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland-Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Shrub,Dry,Dry,Poor,Both ,Indiff,Native,NA,,
4,776,776,521,30000200,Paragraph3,TBD,Hede,Heather,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Coastal or indland,Paragraph 3 heaths can be both inland or coastal
7,777,777,102,40513000,HabitatDirective,5130,Enekrat,Juniperus communis formations on heaths or calcareous grasslands,"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland-Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Shrub,Dry,Dry,Poor,Both ,Indiff,Native,NA,,
6,778,778,2811,40722000,HabitatDirective,7220,Kildevæld,Petrifying springs with tufa formation (Cratoneurion),"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,,Native,NA,Both,
6,779,779,4600,40714000,HabitatDirective,7140,Hængesæk,Transition mires and quaking bogs,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Exclude?,Exclude,Exclude,Open wet,Open,Open,Wet,Wet,Poor-Rich,NA,Indiff,Native,NA,Inland,"There are both a nutrient poor and nutrient rich version. Both unlikely to develop on transformed agricultural land, hence suggested to be excluded."
6,780,780,11,40722000,HabitatDirective,7220,Kildevæld,Petrifying springs with tufa formation (Cratoneurion),"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,,Native,NA,Both,
3,781,781,461,20320500,TBD,TBD,"Slette, Overdrev (overdrev)",Dry meadow,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
1,782,782,6232,20612300,TBD,TBD,Poppel,Poplar,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,NA,NA,NA,NA,NA,Non-native,Deciduous,Indiff,
4,783,783,4,20320100,Paragraph3,TBD,Hede,Heather,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Coastal or indland,Paragraph 3 heaths can be both inland or coastal
9,784,784,4412,20310100,Paragraph3,TBD,Eng,Wet meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Moist,Both,Neutral,Indiff,Native,NA,indiff,"Paragraf 3 wet meadows some can be poor, but most are expected to be relatively rich"
1,785,785,1208,20620400,TBD,TBD,Veitchii,Veitchii,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Deciduous,Indiff,
6,786,786,357,40723000,HabitatDirective,7230,Rigkær,Alkaline fens,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,,Native,NA,Both,
3,787,787,11890,40621000,HabitatDirective,6210,Kalkoverdrev,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia),"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Calcarious,,Native,NA,Coastal,
6,788,788,1492,40722000,HabitatDirective,7220,Kildevæld,Petrifying springs with tufa formation (Cratoneurion),"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,,Native,NA,Both,
