reclass,Value1,Value2,Count,C_01,SN_Source,SN_NatureTypeCode,C_02,C_03,C_05,C_06,SN_Overall_LandCover,SN_Sub1_NatureLandCover,SN_Sub2_NatureLandCover,SN_Exclude_Modelling,SN_Suitability,SN_ModelClass,SN_Combined_Cat,SN_ForestOpen,ForestShrubOpen,SN_Wet_Dry,SN_Wet_Medium_Dry,SN_Rich_Poor,SN_Calcarious_Acidic,SN_SoilType,SN_Non_native,SN_Deciduous_Coniferous,Coastal_Inland,Comments
3,1276,1276,4,20600200,TBD,TBD,Ukultiveret areal,Uncultivated area,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Indiff,Indiff,Indiff,Native,NA,,
6,1277,1277,4745,40721000,HabitatDirective,7210,Avneknippemose,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,NA,Native,NA,,
2,1278,1278,4,40213000,HabitatDirective,2130,Grå/grøn klit,Fixed coastal dunes with herbaceous vegetation (grey dunes),"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland-Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Neutral,Sand,Native,NA,Coastal,"Can be either calcarous, neutral or acidic."
11,1279,1279,79,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3,1280,1280,16,20600200,TBD,TBD,Ukultiveret areal,Uncultivated area,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Indiff,Indiff,Indiff,Native,NA,,
1,1281,1281,259,20612100,TBD,TBD,Spidsløn,Norway maple,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryRich,ForestDryRich,Forest dry,Forest,Forest,Dry,Dry,Rich,Neutral,,Native,Deciduous,Indiff,
10,1282,1282,689,20620800,TBD,TBD,Douglas,Douglas fir,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Coniferous,Indiff,
1,1283,1283,135,20610500,TBD,TBD,Avnbøg,Hornbeam,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryRich,ForestDryRich,Forest dry,Forest,Forest,Dry,Dry,Rich,Neutral,,Native,Deciduous,Indiff,
1,1284,1284,926,20612000,TBD,TBD,Lind,Lime,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryBoth,ForestDryBoth,Forest dry,Forest,Forest,Dry,Dry,Medium,Natural,,Native,Deciduous,Indiff,
3,1285,1285,15,20320400,TBD,TBD,"Slette, Overdrev (Slette)",Plain,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
7,1286,1286,7,40513000,HabitatDirective,5130,Enekrat,Juniperus communis formations on heaths or calcareous grasslands,"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland-Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Shrub,Dry,Dry,Poor,Both ,Indiff,Native,NA,,
9,1287,1287,6,40641000,HabitatDirective,6410,Tidvis våd eng,"Molinia meadows on calcareous, peaty or clayey-silt laden soils (Molinion caeruleae)","322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,Peat,Native,NA,Inland,
1,1288,1288,217,20612500,TBD,TBD,Rødel,Common alder,311000 Skov,311000 Forest,Forest wet,Forest wet,Forest wet,Include,WetRich,ForestWetRich,Forest wet,Forest,Forest,Wet,Wet,Rich,Neutral,,Native,Deciduous,Indiff,
6,1289,1289,106,40711000,HabitatDirective,7110,Højmose,Active raised bogs,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Acidic,Peat,Native,NA,Inland,
1,1290,1290,61,20612100,TBD,TBD,Spidsløn,Norway maple,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryRich,ForestDryRich,Forest dry,Forest,Forest,Dry,Dry,Rich,Neutral,,Native,Deciduous,Indiff,
3,1291,1291,10,40623000,HabitatDirective,6230,Surt overdrev,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)","321000 Natur, tør","321000 Nature, dry",Open dry,Grassland,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,,Native,NA,Both,
1,1292,1292,231,20611700,TBD,TBD,Kirsebær,Cherry,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryRich,ForestDryRich,Forest dry,Forest,Forest,Dry,Dry,Rich,Neutral,,Native,Deciduous,Indiff,
10,1293,1293,30,20621100,TBD,TBD,Almindelig ædelgran,Common silver fir,311000 Skov,311000 Forest,Exclude,Forest,Forest,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Coniferous,Indiff,
1,1294,1294,94,20610500,TBD,TBD,Avnbøg,Hornbeam,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryRich,ForestDryRich,Forest dry,Forest,Forest,Dry,Dry,Rich,Neutral,,Native,Deciduous,Indiff,
4,1295,1295,241,40401000,HabitatDirective,4010,Våd hede,Northern Atlantic wet heaths with Erica tetralix,"322000 Natur, våd","322000 Nature, wet",Open wet,Heath,"Grassland, heath and potential grassland",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Acidic,"sand, peat",Native,NA,Inland,
4,1296,1296,521,40401000,HabitatDirective,4010,Våd hede,Northern Atlantic wet heaths with Erica tetralix,"322000 Natur, våd","322000 Nature, wet",Open wet,Heath,"Grassland, heath and potential grassland",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Acidic,"sand, peat",Native,NA,Inland,
16,1297,1297,19,20230000,TBD,TBD,Brandbaelte,Fire break,"321000 Natur, tør","321000 Nature, dry",Exclude,"Potential grassland, human disturbance","Grassland, heath and potential grassland",Exclude?,Exclude,Exclude,"Nature dry, human disturbance",Open,Open,Dry,Dry,Indiff,Indiff,Indiff,NA,NA,Indiff,
16,1298,1298,10,20230000,TBD,TBD,Brandbaelte,Fire break,"321000 Natur, tør","321000 Nature, dry",Exclude,"Potential grassland, human disturbance","Grassland, heath and potential grassland",Exclude?,Exclude,Exclude,"Nature dry, human disturbance",Open,Open,Dry,Dry,Indiff,Indiff,Indiff,NA,NA,Indiff,
11,1299,1299,2103,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1300,1300,333,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5,1301,1301,1964,10320800,TBD,TBD,Strandbred,Beach,"321000 Natur, tør","321000 Nature, dry",Open dry,Coastal meadows and related habitats,Coastal meadows and related habitats,Exclude?,Exclude,Exclude,Open dry,Open,Open,Dry,Moist,Both,Both ,,Native,NA,Coastal,"Are unlikely to develop on former field transformed to nature. Hence, could potentially be excluded. "
3,1302,1302,7811,10320400,TBD,TBD,"Slette, Overdrev (Slette)",Plain,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
5,1303,1303,352,10320800,TBD,TBD,Strandbred,Beach,"321000 Natur, tør","321000 Nature, dry",Open dry,Coastal meadows and related habitats,Coastal meadows and related habitats,Exclude?,Exclude,Exclude,Open dry,Open,Open,Dry,Moist,Both,Both ,,Native,NA,Coastal,"Are unlikely to develop on former field transformed to nature. Hence, could potentially be excluded. "
5,1304,1304,323,10320800,TBD,TBD,Strandbred,Beach,"321000 Natur, tør","321000 Nature, dry",Open dry,Coastal meadows and related habitats,Coastal meadows and related habitats,Exclude?,Exclude,Exclude,Open dry,Open,Open,Dry,Moist,Both,Both ,,Native,NA,Coastal,"Are unlikely to develop on former field transformed to nature. Hence, could potentially be excluded. "
3,1305,1305,1566,10320500,TBD,TBD,"Slette, Overdrev (overdrev)",Dry meadow,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
3,1306,1306,390,10320400,TBD,TBD,"Slette, Overdrev (Slette)",Plain,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
2,1307,1307,97,40233000,HabitatDirective,2330,Græs-indlandsklit,"Inland dunes with open Corynephorus and Agrostis
grasslands","321000 Natur, tør","321000 Nature, dry",Open dry,Grassland-Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Indland,
2,1308,1308,235,40233000,HabitatDirective,2330,Græs-indlandsklit,"Inland dunes with open Corynephorus and Agrostis
grasslands","321000 Natur, tør","321000 Nature, dry",Open dry,Grassland-Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Indland,
12,1309,1309,12,50994603,,,"Bygning, Husbåd","Building, Houseboat",110000 Bygning,110000 Building,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1,1310,1310,1508,40912000,HabitatDirective,9120,Bøg på mor med kristtorn,Atlantic acidophilous beech forests with Ilex and sometimes also Taxus in the shrublayer (Quercinion robori-petraeae or Ilici-Fagenion),311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryPoor,ForestDryPoor,Forest dry,Forest,Forest,Dry,Dry,Poor,Acidic,,Native,Deciduous,Indiff,
5,1311,1311,60,20320800,TBD,TBD,Strandbred,Beach,"321000 Natur, tør","321000 Nature, dry",Open dry,Coastal meadows and related habitats,Coastal meadows and related habitats,Exclude?,Exclude,Exclude,Open dry,Open,Open,Dry,Moist,Both,Both ,,Native,NA,Coastal,"Are unlikely to develop on former field transformed to nature. Hence, could potentially be excluded. "
16,1312,1312,6,40643000,HabitatDirective,6430,Bræmmer med høje urter langs vandløb eller skyggende skovbryn,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,"321000 Natur, tør","321000 Nature, dry",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,DryRich,OpenDryRich,Open wet,Open,Open,Wet,Moist,Rich,Neutral,Indiff,Native,NA,Indiff,Vegetation on moist and nutrient rich soils. Could also be classified as Nature wet
11,1313,1313,99,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,Nature dry/wet?,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1,1314,1314,925,20610800,TBD,TBD,Ã†gte kastanie,Sweet,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Deciduous,Indiff,
6,1315,1315,89,40721000,HabitatDirective,7210,Avneknippemose,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,NA,Native,NA,,
6,1316,1316,277,40721000,HabitatDirective,7210,Avneknippemose,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,NA,Native,NA,,
11,1317,1317,154,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5,1318,1318,12,20320800,TBD,TBD,Strandbred,Beach,"321000 Natur, tør","321000 Nature, dry",Open dry,Coastal meadows and related habitats,Coastal meadows and related habitats,Exclude?,Exclude,Exclude,Open dry,Open,Open,Dry,Moist,Both,Both ,,Native,NA,Coastal,"Are unlikely to develop on former field transformed to nature. Hence, could potentially be excluded. "
16,1319,1319,717,40123000,HabitatDirective,1230,Kystklint/klippe,Vegetated sea cliffs of the Atlantic and Baltic coasts,"321000 Natur, tør","321000 Nature, dry",Rock and cliff,Rock and cliff,Rock and cliff,Exclude,Exclude,Exclude,Open dry,Open,Open,Dry,Dry,Poor,Both,Rock,Native,NA,Both,
3,1320,1320,316,40621000,HabitatDirective,6210,Kalkoverdrev,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia),"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Calcarious,,Native,NA,Coastal,
3,1321,1321,224,40621000,HabitatDirective,6210,Kalkoverdrev,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia),"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Calcarious,,Native,NA,Coastal,
12,1322,1322,83,50990118,,,"Teknisk areal, Ukendt","Technical area, Unknown",124000 Andet bebyggelse,124000 Other built up,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3,1323,1323,226,40621000,HabitatDirective,6210,Kalkoverdrev,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia),"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Calcarious,,Native,NA,Coastal,
3,1324,1324,24,20600300,TBD,TBD,Skrænt,Hillside,"321000 Natur, tør","321000 Nature, dry",Exclude,Potential grassland,"Grassland, heath and potential grassland",Exclude,Exclude,Exclude,NA,NA,NA,Dry,Dry,NA,NA,,NA,NA,NA,"This can be different nature types, open or closed, rich or poor … Suggest excluding from the model."
11,1325,1325,47,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5,1326,1326,64,20310200,TBD,TBD,Strandsump,Coastal swamp,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
11,1327,1327,2182,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1328,1328,60,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1329,1329,58,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,1330,1330,5957,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2,1331,1331,4,40233000,HabitatDirective,2330,Græs-indlandsklit,"Inland dunes with open Corynephorus and Agrostis
grasslands","321000 Natur, tør","321000 Nature, dry",Open dry,Grassland-Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Indland,
3,1332,1332,1,40612000,HabitatDirective,6120,Tør overdrev på kalkholdigt sand,Xeric sand calcareous grasslands,"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Calcarious,Sand,Native,NA,Both,
3,1333,1333,144,40612000,HabitatDirective,6120,Tør overdrev på kalkholdigt sand,Xeric sand calcareous grasslands,"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Calcarious,Sand,Native,NA,Both,
10,1334,1334,1520,10622000,TBD,TBD,Sitagran,Sita spruce,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Coniferous,Indiff,
7,1335,1335,603,10612800,TBD,TBD,Krat,Scrub,311000 Skov,311000 Forest,Shrub,Shrub,Shrub,Exclude,Exclude,Exclude,Shrub,NA,Shrub,NA,NA,NA,NA,NA,NA,NA,,
16,1336,1336,335,10230000,TBD,TBD,Brandbaelte,Fire break,"321000 Natur, tør","321000 Nature, dry",Exclude,"Potential grassland, human disturbance","Grassland, heath and potential grassland",Exclude?,Exclude,Exclude,"Nature dry, human disturbance",Open,Open,Dry,Dry,Indiff,Indiff,Indiff,NA,NA,Indiff,
11,1337,1337,574,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10,1338,1338,479,10621900,TBD,TBD,Rødgran,Common spruce,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryPoor,ForestDryPoor,Forest dry,Forest,Forest,Dry,Dry,Poor,Acidic,,Native,Coniferous,Indiff,
10,1339,1339,1500,10610900,TBD,TBD,Contorta,Contorta,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,Poor,Acidic,,Non-native,Coniferous,Indiff,
4,1340,1340,31,30000200,Paragraph3,TBD,Hede,Heather,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Coastal or indland,Paragraph 3 heaths can be both inland or coastal
1,1341,1341,137,10610200,,,Løvtræ uden særlig kode,Not specified deciduous tree,311000 Skov,311000 Forest,Exclude,Exclude,Exclude,Exclude,Exclude,Exclude,Exclude,Forest,,Exclude,Exclude,Exclude,Exclude,,Exclude,Deciduous,Indiff,
10,1342,1342,849,10622100,TBD,TBD,Skovfyr,Scotsh pine,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryPoor,ForestDryPoor,Forest dry,Forest,Forest,Dry,Dry,Poor,Acidic,,Native,Coniferous,Indiff,
3,1343,1343,16,20600300,TBD,TBD,Skrænt,Hillside,"321000 Natur, tør","321000 Nature, dry",Exclude,Potential grassland,"Grassland, heath and potential grassland",Exclude,Exclude,Exclude,NA,NA,NA,Dry,Dry,NA,NA,,NA,NA,NA,"This can be different nature types, open or closed, rich or poor … Suggest excluding from the model."
9,1344,1344,3,20310100,Paragraph3,TBD,Eng,Wet meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Moist,Both,Neutral,Indiff,Native,NA,indiff,"Paragraf 3 wet meadows some can be poor, but most are expected to be relatively rich"
3,1345,1345,667,10320500,TBD,TBD,"Slette, Overdrev (overdrev)",Dry meadow,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
4,1346,1346,71,10320100,Paragraph3,TBD,Hede,Heather,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Coastal or indland,Paragraph 3 heaths can be both inland or coastal
9,1347,1347,14,40132000,HabitatDirective,1320,Vadegræssamfund,Spartina swards,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,Mud,Native,NA,Coastal,
6,1348,1348,49,30000300,Paragraph3,TBD,Mose,Mire / bog,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Wet,Both,Both,Peat,Native,NA,Both,Paragraph 3 bogs - can be moth nutrient rich and poor. 
1,1349,1349,194,10611000,TBD,TBD,Eg,Oak,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryPoor,ForestDryPoor,Forest dry,Forest,Forest,Dry,Dry,Poor,Neutral,,Native,Deciduous,Indiff,
16,1350,1350,91,40123000,HabitatDirective,1230,Kystklint/klippe,Vegetated sea cliffs of the Atlantic and Baltic coasts,"321000 Natur, tør","321000 Nature, dry",Rock and cliff,Rock and cliff,Rock and cliff,Exclude,Exclude,Exclude,Open dry,Open,Open,Dry,Dry,Poor,Both,Rock,Native,NA,Both,
1,1351,1351,309,10611300,TBD,TBD,Ã†r,Great maple,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryRich,ForestDryRich,Forest dry,Forest,Forest,Dry,Dry,Rich,Neutral,,Native,Deciduous,Indiff,
4,1352,1352,64,40403000,HabitatDirective,4030,Tør hede,European dry heaths,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Inland,
5,1353,1353,17,40121000,HabitatDirective,1210,Strandvold med enårig vegetation,Annual vegetation of drift lines,"321000 Natur, tør","321000 Nature, dry",Open dry,Coastal meadows and related habitats,Coastal meadows and related habitats,Exclude?,Exclude,Exclude,Open dry,Open,Open,Dry,Moist,Rich,Both ,,Native,NA,Coastal,"Are unlikely to develop on former field transformed to nature. Hence, could potentially be excluded. "
