Taxa,currentCanonicalFull,usageKey,acceptedUsageKey,speciesKey,confidence,matchType,status,canonicalName,scientificName,kingdom,phylum,class,order,family,genus,species,rank,gbif_speciesKey
Campyloderes macquariae,Campyloderes macquariae,2501521,NA,2501521,99,EXACT,ACCEPTED,Campyloderes macquariae,"Campyloderes macquariae Johnston, 1938",Animalia,Kinorhyncha,Cyclorhagida,Xenosomata,Campyloderidae,Campyloderes,Campyloderes macquariae,SPECIES,2501521
Campylodiscus clypeus,Campylodiscus clypeus,8329526,NA,8329526,97,EXACT,ACCEPTED,Campylodiscus clypeus,"Campylodiscus clypeus (Ehrenberg) Ehrenberg ex Kützing, 1844",Chromista,Ochrophyta,Bacillariophyceae,Surirellales,Surirellaceae,Campylodiscus,Campylodiscus clypeus,SPECIES,8329526
Campylodiscus hibernicus,Campylodiscus hibernicus,8338344,NA,8338344,99,EXACT,ACCEPTED,Campylodiscus hibernicus,"Campylodiscus hibernicus Ehrenberg, 1845",Chromista,Ochrophyta,Bacillariophyceae,Surirellales,Surirellaceae,Campylodiscus,Campylodiscus hibernicus,SPECIES,8338344
Campylodiscus noricus,Campylodiscus noricus,7562490,NA,7562490,98,EXACT,ACCEPTED,Campylodiscus noricus,"Campylodiscus noricus Ehrenberg ex Kützing, 1844",Chromista,Ochrophyta,Bacillariophyceae,Surirellales,Surirellaceae,Campylodiscus,Campylodiscus noricus,SPECIES,7562490
Campylomma annulicorne,Campylomma annulicorne,4488178,NA,4488178,99,EXACT,ACCEPTED,Campylomma annulicorne,"Campylomma annulicorne (Signoret, 1865)",Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Campylomma,Campylomma annulicorne,SPECIES,4488178
Campylomma verbasci,Campylomma verbasci,2011329,NA,2011329,99,EXACT,ACCEPTED,Campylomma verbasci,"Campylomma verbasci (Meyer-Dur, 1843)",Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Campylomma,Campylomma verbasci,SPECIES,2011329
Campylomyza bicolor,Campylomyza bicolor,1601789,NA,1601789,99,EXACT,ACCEPTED,Campylomyza bicolor,"Campylomyza bicolor Meigen, 1818",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Campylomyza,Campylomyza bicolor,SPECIES,1601789
Campylomyza dilatata,Campylomyza dilatata,1601776,NA,1601776,99,EXACT,ACCEPTED,Campylomyza dilatata,"Campylomyza dilatata Felt, 1907",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Campylomyza,Campylomyza dilatata,SPECIES,1601776
Campylomyza flavipes,Campylomyza flavipes,1601736,NA,1601736,99,EXACT,ACCEPTED,Campylomyza flavipes,"Campylomyza flavipes Meigen, 1818",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Campylomyza,Campylomyza flavipes,SPECIES,1601736
Campylomyza furva,Campylomyza furva,1601765,NA,1601765,99,EXACT,ACCEPTED,Campylomyza furva,"Campylomyza furva Edwards, 1938",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Campylomyza,Campylomyza furva,SPECIES,1601765
Campylomyza fusca,Campylomyza fusca,1601726,NA,1601726,99,EXACT,ACCEPTED,Campylomyza fusca,"Campylomyza fusca Winnertz, 1870",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Campylomyza,Campylomyza fusca,SPECIES,1601726
Campylomyza ormerodi,Campylomyza ormerodi,1601784,NA,1601784,99,EXACT,ACCEPTED,Campylomyza ormerodi,"Campylomyza ormerodi (Kieffer, 1913)",Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Campylomyza,Campylomyza ormerodi,SPECIES,1601784
Campyloneura virgula,Campyloneura virgula,5153002,NA,5153002,99,EXACT,ACCEPTED,Campyloneura virgula,"Campyloneura virgula (Herrich-Schaeffer, 1835)",Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Campyloneura,Campyloneura virgula,SPECIES,5153002
Campylophyllum calcareum,Campylophyllopsis calcarea,11044959,NA,11044959,99,EXACT,ACCEPTED,Campylophyllopsis calcarea,Campylophyllopsis calcarea (Crundw. & Nyholm) Ochyra,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Campylophyllopsis,Campylophyllopsis calcarea,SPECIES,11044959
Campylopus brevipilus,Campylopus brevipilus,5281844,NA,5281844,97,EXACT,ACCEPTED,Campylopus brevipilus,Campylopus brevipilus Bruch & Schimp.,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Campylopus,Campylopus brevipilus,SPECIES,5281844
Campylopus flexuosus,Campylopus flexuosus,5281845,NA,5281845,99,EXACT,ACCEPTED,Campylopus flexuosus,Campylopus flexuosus (Hedw.) Brid.,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Campylopus,Campylopus flexuosus,SPECIES,5281845
Campylopus fragilis,Campylopus fragilis,5281998,NA,5281998,97,EXACT,ACCEPTED,Campylopus fragilis,Campylopus fragilis (Brid.) Bruch & Schimp.,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Campylopus,Campylopus fragilis,SPECIES,5281998
Campylopus introflexus,Campylopus introflexus,5281901,NA,5281901,99,EXACT,ACCEPTED,Campylopus introflexus,Campylopus introflexus (Hedw.) Brid.,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Campylopus,Campylopus introflexus,SPECIES,5281901
Campylopus pyriformis,Campylopus pyriformis,5281948,NA,5281948,99,EXACT,ACCEPTED,Campylopus pyriformis,Campylopus pyriformis (Schultz) Brid.,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Campylopus,Campylopus pyriformis,SPECIES,5281948
Campylospora chaetocladia,Campylospora chaetocladia,2589354,NA,2589354,99,EXACT,ACCEPTED,Campylospora chaetocladia,Campylospora chaetocladia Ranzoni,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Campylospora,Campylospora chaetocladia,SPECIES,2589354
Campylosteira verna,Campylosteira verna,4489041,NA,4489041,99,EXACT,ACCEPTED,Campylosteira verna,"Campylosteira verna (Fallén, 1826)",Animalia,Arthropoda,Insecta,Hemiptera,Tingidae,Campylosteira,Campylosteira verna,SPECIES,4489041
Cancer pagurus,Cancer pagurus,2222085,NA,2222085,99,EXACT,ACCEPTED,Cancer pagurus,"Cancer pagurus Linnaeus, 1758",Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,Cancer pagurus,SPECIES,2222085
Cancerilla tubulata,Cancerilla tubulata,2116366,NA,2116366,99,EXACT,ACCEPTED,Cancerilla tubulata,"Cancerilla tubulata Dalyell, 1851",Animalia,Arthropoda,Copepoda,Siphonostomatoida,Cancerillidae,Cancerilla,Cancerilla tubulata,SPECIES,2116366
Candelaria concolor,Candelaria concolor,8732724,NA,8732724,97,EXACT,ACCEPTED,Candelaria concolor,Candelaria concolor (Dicks.) Arnold,Fungi,Ascomycota,Candelariomycetes,Candelariales,Candelariaceae,Candelaria,Candelaria concolor,SPECIES,8732724
Candelaria pacifica,Candelaria pacifica,5260442,NA,5260442,99,EXACT,ACCEPTED,Candelaria pacifica,Candelaria pacifica M.Westb. & Arup,Fungi,Ascomycota,Candelariomycetes,Candelariales,Candelariaceae,Candelaria,Candelaria pacifica,SPECIES,5260442
Candelariella athallina,Candelariella athallina,6018575,NA,6018575,99,EXACT,ACCEPTED,Candelariella athallina,Candelariella athallina (Wedd.) Du Rietz,Fungi,Ascomycota,Candelariomycetes,Candelariales,Candelariaceae,Candelariella,Candelariella athallina,SPECIES,6018575
Candelariella aurella,Candelariella aurella,11074143,NA,11074143,99,EXACT,ACCEPTED,Candelariella aurella,Candelariella aurella (Hoffm.) Zahlbr.,Fungi,Ascomycota,Candelariomycetes,Candelariales,Candelariaceae,Candelariella,Candelariella aurella,SPECIES,11074143
Candelariella coralliza,Candelariella coralliza,2599918,NA,2599918,99,EXACT,ACCEPTED,Candelariella coralliza,Candelariella coralliza (Nyl.) H.Magn.,Fungi,Ascomycota,Candelariomycetes,Candelariales,Candelariaceae,Candelariella,Candelariella coralliza,SPECIES,2599918
Candelariella efflorescens,Candelariella efflorescens,2599891,NA,2599891,99,EXACT,ACCEPTED,Candelariella efflorescens,Candelariella efflorescens R.C.Harris & W.R.Buck,Fungi,Ascomycota,Candelariomycetes,Candelariales,Candelariaceae,Candelariella,Candelariella efflorescens,SPECIES,2599891
Candelariella medians,Candelariella medians,7859999,NA,7859999,99,EXACT,ACCEPTED,Candelariella medians,Candelariella medians (Nyl.) A.L.Sm.,Fungi,Ascomycota,Candelariomycetes,Candelariales,Candelariaceae,Candelariella,Candelariella medians,SPECIES,7859999
Candelariella placodizans,Candelariella placodizans,3434136,NA,3434136,99,EXACT,ACCEPTED,Candelariella placodizans,"Candelariella placodizans (Nyl.) H.Magn., 1935",Fungi,Ascomycota,Candelariomycetes,Candelariales,Candelariaceae,Candelariella,Candelariella placodizans,SPECIES,3434136
Candelariella reflexa,Candelariella reflexa,2599886,NA,2599886,99,EXACT,ACCEPTED,Candelariella reflexa,Candelariella reflexa (Nyl.) Lettau,Fungi,Ascomycota,Candelariomycetes,Candelariales,Candelariaceae,Candelariella,Candelariella reflexa,SPECIES,2599886
Candelariella vitellina,Candelariella vitellina,7086670,NA,7086670,99,EXACT,ACCEPTED,Candelariella vitellina,Candelariella vitellina (Hoffm.) Müll.Arg.,Fungi,Ascomycota,Candelariomycetes,Candelariales,Candelariaceae,Candelariella,Candelariella vitellina,SPECIES,7086670
Candelariella xanthostigma,Candelariella xanthostigma,2599888,NA,2599888,99,EXACT,ACCEPTED,Candelariella xanthostigma,Candelariella xanthostigma (Pers. ex Ach.) Lettau,Fungi,Ascomycota,Candelariomycetes,Candelariales,Candelariaceae,Candelariella,Candelariella xanthostigma,SPECIES,2599888
Candelariella xanthostigmoides,Candelariella xanthostigmoides,2599904,NA,2599904,99,EXACT,ACCEPTED,Candelariella xanthostigmoides,Candelariella xanthostigmoides (Müll.Arg.) R.W.Rogers,Fungi,Ascomycota,Candelariomycetes,Candelariales,Candelariaceae,Candelariella,Candelariella xanthostigmoides,SPECIES,2599904
Candida parapsilosis,Candida parapsilosis,2599539,NA,2599539,99,EXACT,ACCEPTED,Candida parapsilosis,Candida parapsilosis (Ashford) Langeron & Talice,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida parapsilosis,SPECIES,2599539
Candidula unifasciata,Candidula unifasciata,4564687,NA,4564687,99,EXACT,ACCEPTED,Candidula unifasciata,"Candidula unifasciata (Poiret, 1801)",Animalia,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Candidula,Candidula unifasciata,SPECIES,4564687
Candona candida,Candona candida,4417815,NA,4417815,99,EXACT,ACCEPTED,Candona candida,"Candona candida (O.F.Müller, 1776)",Animalia,Arthropoda,Ostracoda,Podocopida,Candonidae,Candona,Candona candida,SPECIES,4417815
Candona elongata,Candona elongata,8655159,NA,8655159,97,EXACT,ACCEPTED,Candona elongata,"Candona elongata Brady & Norman, 1889",Animalia,Arthropoda,Ostracoda,Podocopida,Candonidae,Candona,Candona elongata,SPECIES,8655159
Candona fragilis,Candona fragilis,9027551,NA,9027551,97,EXACT,ACCEPTED,Candona fragilis,"Candona fragilis Sars, 1899",Animalia,Arthropoda,Ostracoda,Podocopida,Candonidae,Candona,Candona fragilis,SPECIES,9027551
Candona muelleri,Candona muelleri,8969870,NA,8969870,99,EXACT,ACCEPTED,Candona muelleri,"Candona muelleri Hartwig, 1899",Animalia,Arthropoda,Ostracoda,Podocopida,Candonidae,Candona,Candona muelleri,SPECIES,8969870
Candona neglecta,Candona neglecta,5741731,NA,5741731,99,EXACT,ACCEPTED,Candona neglecta,"Candona neglecta G.O.Sars, 1887",Animalia,Arthropoda,Ostracoda,Podocopida,Candonidae,Candona,Candona neglecta,SPECIES,5741731
Candona weltneri,Candona weltneri,5741748,NA,5741748,99,EXACT,ACCEPTED,Candona weltneri,"Candona weltneri Hartwig, 1899",Animalia,Arthropoda,Ostracoda,Podocopida,Candonidae,Candona,Candona weltneri,SPECIES,5741748
Candonopsis kingsleii,Candonopsis kingsleii,4418006,NA,4418006,99,EXACT,ACCEPTED,Candonopsis kingsleii,"Candonopsis kingsleii (Brady & Robertson, 1870)",Animalia,Arthropoda,Ostracoda,Podocopida,Candonidae,Candonopsis,Candonopsis kingsleii,SPECIES,4418006
Canephora hirsuta,Canephora hirsuta,5122439,NA,5122439,99,EXACT,ACCEPTED,Canephora hirsuta,"Canephora hirsuta (Poda, 1761)",Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Canephora,Canephora hirsuta,SPECIES,5122439
Canis aureus,Canis aureus,5219219,NA,5219219,99,EXACT,ACCEPTED,Canis aureus,"Canis aureus Linnaeus, 1758",Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis aureus,SPECIES,5219219
Canis lupus,Canis lupus,5219173,NA,5219173,99,EXACT,ACCEPTED,Canis lupus,"Canis lupus Linnaeus, 1758",Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,SPECIES,5219173
Canna indica,Canna indica,8034409,NA,8034409,98,EXACT,ACCEPTED,Canna indica,Canna indica L.,Plantae,Tracheophyta,Liliopsida,Zingiberales,Cannaceae,Canna,Canna indica,SPECIES,8034409
Cannabis sativa,Cannabis sativa,5361880,NA,5361880,99,EXACT,ACCEPTED,Cannabis sativa,Cannabis sativa L.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Cannabis,Cannabis sativa,SPECIES,5361880
Cantharellula umbonata,Cantharellula umbonata,2532395,NA,2532395,99,EXACT,ACCEPTED,Cantharellula umbonata,Cantharellula umbonata (J.F.Gmel.) Singer,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Cantharellula,Cantharellula umbonata,SPECIES,2532395
Cantharellus amethysteus,Cantharellus amethysteus,5249555,NA,5249555,99,EXACT,ACCEPTED,Cantharellus amethysteus,Cantharellus amethysteus (Quél.) Sacc.,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Cantharellus,Cantharellus amethysteus,SPECIES,5249555
Cantharellus cibarius,Cantharellus cibarius,5249504,NA,5249504,99,EXACT,ACCEPTED,Cantharellus cibarius,Cantharellus cibarius Fr.,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Cantharellus,Cantharellus cibarius,SPECIES,5249504
Cantharellus friesii,Cantharellus friesii,8010163,NA,8010163,98,EXACT,ACCEPTED,Cantharellus friesii,Cantharellus friesii Quél.,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Cantharellus,Cantharellus friesii,SPECIES,8010163
Cantharellus pallens,Cantharellus pallens,5249496,NA,5249496,99,EXACT,ACCEPTED,Cantharellus pallens,Cantharellus pallens Pilát,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Cantharellus,Cantharellus pallens,SPECIES,5249496
Cantharis annularis,Cantharis annularis,7819655,NA,7819655,99,EXACT,ACCEPTED,Cantharis annularis,"Cantharis annularis Ménétriés, 1836",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis annularis,SPECIES,7819655
Cantharis cryptica,Cantharis cryptica,5744026,NA,5744026,99,EXACT,ACCEPTED,Cantharis cryptica,"Cantharis cryptica Ashe, 1947",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis cryptica,SPECIES,5744026
Cantharis decipiens,Cantharis decipiens,5744187,NA,5744187,99,EXACT,ACCEPTED,Cantharis decipiens,"Cantharis decipiens Baudi, 1871",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis decipiens,SPECIES,5744187
Cantharis figurata,Cantharis figurata,5744086,NA,5744086,99,EXACT,ACCEPTED,Cantharis figurata,"Cantharis figurata Mannerheim, 1843",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis figurata,SPECIES,5744086
Cantharis flavilabris,Cantharis flavilabris,7872539,NA,7872539,99,EXACT,ACCEPTED,Cantharis flavilabris,"Cantharis flavilabris Fallén, 1807",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis flavilabris,SPECIES,7872539
Cantharis fusca,Cantharis fusca,5743995,NA,5743995,97,EXACT,ACCEPTED,Cantharis fusca,"Cantharis fusca Linnaeus, 1758",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis fusca,SPECIES,5743995
Cantharis lateralis,Cantharis lateralis,5743947,NA,5743947,99,EXACT,ACCEPTED,Cantharis lateralis,"Cantharis lateralis Linnaeus, 1758",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis lateralis,SPECIES,5743947
Cantharis livida,Cantharis livida,5744135,NA,5744135,99,EXACT,ACCEPTED,Cantharis livida,"Cantharis livida Linnaeus, 1758",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis livida,SPECIES,5744135
Cantharis nigra,Cantharis nigra,7773743,NA,7773743,98,EXACT,ACCEPTED,Cantharis nigra,"Cantharis nigra De Geer, 1774",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis nigra,SPECIES,7773743
Cantharis nigricans,Cantharis nigricans,5744091,NA,5744091,99,EXACT,ACCEPTED,Cantharis nigricans,"Cantharis nigricans (Müller, 1776)",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis nigricans,SPECIES,5744091
Cantharis obscura,Cantharis obscura,5744022,NA,5744022,99,EXACT,ACCEPTED,Cantharis obscura,"Cantharis obscura Linnaeus, 1758",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis obscura,SPECIES,5744022
Cantharis pallida,Cantharis pallida,5743925,NA,5743925,97,EXACT,ACCEPTED,Cantharis pallida,"Cantharis pallida Goeze, 1777",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis pallida,SPECIES,5743925
Cantharis paludosa,Cantharis paludosa,5744057,NA,5744057,99,EXACT,ACCEPTED,Cantharis paludosa,"Cantharis paludosa Fallén, 1807",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis paludosa,SPECIES,5744057
Cantharis pellucida,Cantharis pellucida,5743968,NA,5743968,99,EXACT,ACCEPTED,Cantharis pellucida,"Cantharis pellucida Fabricius, 1792",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis pellucida,SPECIES,5743968
Cantharis quadripunctata,Cantharis quadripunctata,8239973,NA,8239973,99,EXACT,ACCEPTED,Cantharis quadripunctata,"Cantharis quadripunctata (Müller, 1776)",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis quadripunctata,SPECIES,8239973
Cantharis rufa,Cantharis rufa,4308856,NA,4308856,99,EXACT,ACCEPTED,Cantharis rufa,Cantharis rufa (Linnaeus),Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis rufa,SPECIES,4308856
Cantharis rustica,Cantharis rustica,5744106,NA,5744106,99,EXACT,ACCEPTED,Cantharis rustica,"Cantharis rustica Fallén, 1807",Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis rustica,SPECIES,5744106
Cantharomyces aploderi,Cantharomyces aploderi,3441935,NA,3441935,99,EXACT,ACCEPTED,Cantharomyces aploderi,Cantharomyces aploderi Huldén,Fungi,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Cantharomyces,Cantharomyces aploderi,SPECIES,3441935
Cantharomyces denigratus,Cantharomyces denigratus,2610857,NA,2610857,99,EXACT,ACCEPTED,Cantharomyces denigratus,Cantharomyces denigratus Thaxt.,Fungi,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Cantharomyces,Cantharomyces denigratus,SPECIES,2610857
Cantharomyces elongatus,Cantharomyces elongatus,7793465,NA,7793465,99,EXACT,ACCEPTED,Cantharomyces elongatus,Cantharomyces elongatus Haelew. & De Kesel,Fungi,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Cantharomyces,Cantharomyces elongatus,SPECIES,7793465
Cantharomyces italicus,Cantharomyces italicus,2610860,NA,2610860,99,EXACT,ACCEPTED,Cantharomyces italicus,Cantharomyces italicus Speg.,Fungi,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Cantharomyces,Cantharomyces italicus,SPECIES,2610860
Cantharomyces numidicus,Cantharomyces numidicus,3441913,NA,3441913,99,EXACT,ACCEPTED,Cantharomyces numidicus,Cantharomyces numidicus Maire,Fungi,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Cantharomyces,Cantharomyces numidicus,SPECIES,3441913
Cantharomyces orientalis,Cantharomyces orientalis,2610859,NA,2610859,99,EXACT,ACCEPTED,Cantharomyces orientalis,Cantharomyces orientalis Speg.,Fungi,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Cantharomyces,Cantharomyces orientalis,SPECIES,2610859
Cantharomyces papillatus,Cantharomyces papillatus,12248072,NA,12248072,99,EXACT,ACCEPTED,Cantharomyces papillatus,Cantharomyces papillatus Santam.,Fungi,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Cantharomyces,Cantharomyces papillatus,SPECIES,12248072
Cantharomyces platystethi,Cantharomyces platystethi,2610858,NA,2610858,99,EXACT,ACCEPTED,Cantharomyces platystethi,Cantharomyces platystethi Thaxt.,Fungi,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Cantharomyces,Cantharomyces platystethi,SPECIES,2610858
Canthocamptus staphylinus,Canthocamptus staphylinus,5166186,NA,5166186,99,EXACT,ACCEPTED,Canthocamptus staphylinus,"Canthocamptus staphylinus (Jurine, 1820)",Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Canthocamptus,Canthocamptus staphylinus,SPECIES,5166186
Canuella furcigera,Canuella furcigera,5165912,NA,5165912,99,EXACT,ACCEPTED,Canuella furcigera,"Canuella furcigera Sars G.O., 1903",Animalia,Arthropoda,Copepoda,Polyarthra,Canuellidae,Canuella,Canuella furcigera,SPECIES,5165912
Caphys bilineata,Caphys bilineata,7560430,NA,7560430,99,EXACT,ACCEPTED,Caphys bilineata,"Caphys bilineata (Stoll, 1781)",Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Caphys,Caphys bilineata,SPECIES,7560430
Capillaria gracilis,Capillaria gracilis,5722162,NA,5722162,99,EXACT,ACCEPTED,Capillaria gracilis,"Capillaria gracilis (Bellingham, 1840) Travassos, 1915",Animalia,Nematoda,NA,Trichinellida,Capillariidae,Capillaria,Capillaria gracilis,SPECIES,5722162
Capillaria nyrocinarum,Capillaria nyrocinarum,7020295,NA,7020295,99,EXACT,ACCEPTED,Capillaria nyrocinarum,"Capillaria nyrocinarum Madsen, 1945",Animalia,Nematoda,NA,Trichinellida,Capillariidae,Capillaria,Capillaria nyrocinarum,SPECIES,7020295
Capillaria wickinsi,Capillaria wickinsi,5722164,NA,5722164,99,EXACT,ACCEPTED,Capillaria wickinsi,"Capillaria wickinsi Ogden, 1965",Animalia,Nematoda,NA,Trichinellida,Capillariidae,Capillaria,Capillaria wickinsi,SPECIES,5722164
Capitella capitata,Capitella capitata,2318015,NA,2318015,99,EXACT,ACCEPTED,Capitella capitata,"Capitella capitata (Fabricius, 1780)",Animalia,Annelida,Polychaeta,NA,Capitellidae,Capitella,Capitella capitata,SPECIES,2318015
Capitella giardi,Capitella giardi,2318009,NA,2318009,99,EXACT,ACCEPTED,Capitella giardi,"Capitella giardi (Mesnil, 1897)",Animalia,Annelida,Polychaeta,NA,Capitellidae,Capitella,Capitella giardi,SPECIES,2318009
Capitophorus carduinus,Capitophorus carduinus,2076361,NA,2076361,97,EXACT,PROVISIONALLY_ACCEPTED,Capitophorus carduinus,"Capitophorus carduinus (Walker, 1850)",Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Vesiculaphis,Capitophorus carduinus,SPECIES,2076361
Capitophorus elaeagni,Capitophorus elaeagni,2076336,NA,2076336,97,EXACT,PROVISIONALLY_ACCEPTED,Capitophorus elaeagni,"Capitophorus elaeagni (Del Guercio, 1894)",Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Vesiculaphis,Capitophorus elaeagni,SPECIES,2076336
Capitophorus hippophaes,Capitophorus hippophaes,9806721,NA,9806721,97,EXACT,PROVISIONALLY_ACCEPTED,Capitophorus hippophaes,"Capitophorus hippophaes (Walker, 1852)",Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Vesiculaphis,Capitophorus hippophaes,SPECIES,9806721
Capitophorus horni,Capitophorus horni,2076350,NA,2076350,97,EXACT,PROVISIONALLY_ACCEPTED,Capitophorus horni,"Capitophorus horni Börner, 1931",Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Vesiculaphis,Capitophorus horni,SPECIES,2076350
Capitophorus pakansus,Capitophorus pakansus,2076356,NA,2076356,97,EXACT,PROVISIONALLY_ACCEPTED,Capitophorus pakansus,"Capitophorus pakansus Hottes & Frison, 1931",Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Vesiculaphis,Capitophorus pakansus,SPECIES,2076356
Capitophorus similis,Capitophorus similis,2076371,NA,2076371,97,EXACT,PROVISIONALLY_ACCEPTED,Capitophorus similis,"Capitophorus similis van der Goot, 1915",Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Vesiculaphis,Capitophorus similis,SPECIES,2076371
Capitotricha bicolor,Capitotricha bicolor,2586154,NA,2586154,97,EXACT,ACCEPTED,Capitotricha bicolor,Capitotricha bicolor (Bull.) Baral,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Capitotricha,Capitotricha bicolor,SPECIES,2586154
Capitotricha fagiseda,Capitotricha fagiseda,3283727,NA,3283727,99,EXACT,ACCEPTED,Capitotricha fagiseda,Capitotricha fagiseda Baral,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Capitotricha,Capitotricha fagiseda,SPECIES,3283727
Capitotricha rubi,Capitotricha rubi,2586157,NA,2586157,99,EXACT,ACCEPTED,Capitotricha rubi,Capitotricha rubi (Bres.) Baral,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Capitotricha,Capitotricha rubi,SPECIES,2586157
Capnodium salicinum,Capnodium citri,2619967,NA,2619967,98,EXACT,ACCEPTED,Capnodium citri,Capnodium citri Berk. & Desm.,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Capnodium,Capnodium citri,SPECIES,2619967
Capnoides sempervirens,Capnoides sempervirens,2888522,NA,2888522,99,EXACT,ACCEPTED,Capnoides sempervirens,Capnoides sempervirens (L.) Borkh.,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Capnoides,Capnoides sempervirens,SPECIES,2888522
Capperia trichodactyla,Capperia trichodactyla,1859878,NA,1859878,99,EXACT,ACCEPTED,Capperia trichodactyla,"Capperia trichodactyla (Denis & Schiffermüller, 1775)",Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Capperia,Capperia trichodactyla,SPECIES,1859878
Capra hircus,Capra hircus,2441056,NA,2441056,99,EXACT,ACCEPTED,Capra hircus,"Capra hircus Linnaeus, 1758",Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,SPECIES,2441056
