Taxa,currentCanonicalFull,usageKey,acceptedUsageKey,speciesKey,confidence,matchType,status,canonicalName,scientificName,kingdom,phylum,class,order,family,genus,species,rank,gbif_speciesKey
Capraiellus panzeri,Capraiellus panzeri,4514051,NA,4514051,99,EXACT,ACCEPTED,Capraiellus panzeri,"Capraiellus panzeri (Stephens, 1835)",Animalia,Arthropoda,Insecta,Blattodea,Ectobiidae,Capraiellus,Capraiellus panzeri,SPECIES,4514051
Caprainea marginata,Caprainea marginata,4537257,NA,4537257,99,EXACT,ACCEPTED,Caprainea marginata,"Caprainea marginata (H.Schött, 1893)",Animalia,Arthropoda,Collembola,Symphypleona,Sminthuridae,Caprainea,Caprainea marginata,SPECIES,4537257
Caprella ciliata,Caprella ciliata,5178071,NA,5178071,99,EXACT,ACCEPTED,Caprella ciliata,"Caprella ciliata G.O.Sars, 1883",Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella ciliata,SPECIES,5178071
Caprella linearis,Caprella linearis,5178080,NA,5178080,99,EXACT,ACCEPTED,Caprella linearis,"Caprella linearis (Linnaeus, 1767)",Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella linearis,SPECIES,5178080
Caprella mutica,Caprella mutica,5178057,NA,5178057,99,EXACT,ACCEPTED,Caprella mutica,"Caprella mutica Schurin, 1935",Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella mutica,SPECIES,5178057
Caprella septentrionalis,Caprella septentrionalis,5178056,NA,5178056,99,EXACT,ACCEPTED,Caprella septentrionalis,"Caprella septentrionalis Krøyer, 1838",Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,Caprella septentrionalis,SPECIES,5178056
Capreolus capreolus,Capreolus capreolus,5220126,NA,5220126,99,EXACT,ACCEPTED,Capreolus capreolus,"Capreolus capreolus (Linnaeus, 1758)",Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,Capreolus capreolus,SPECIES,5220126
Caprimulgus aegyptius,Caprimulgus aegyptius,2496885,NA,2496885,99,EXACT,ACCEPTED,Caprimulgus aegyptius,"Caprimulgus aegyptius M.H.K.Lichtenstein, 1823",Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus aegyptius,SPECIES,2496885
Caprimulgus europaeus,Caprimulgus europaeus,8109681,NA,8109681,99,EXACT,ACCEPTED,Caprimulgus europaeus,"Caprimulgus europaeus Linnaeus, 1758",Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus europaeus,SPECIES,8109681
Caprimulgus ruficollis,Caprimulgus ruficollis,9411857,NA,9411857,99,EXACT,ACCEPTED,Caprimulgus ruficollis,"Caprimulgus ruficollis Temminck, 1820",Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,Caprimulgus ruficollis,SPECIES,9411857
Capronia chlorospora,Capronia chlorospora,5493347,NA,5493347,99,EXACT,ACCEPTED,Capronia chlorospora,Capronia chlorospora (Ellis & Everh.) M.E.Barr,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia chlorospora,SPECIES,5493347
Capronia ciliomaris,Capronia ciliomaris,5493320,NA,5493320,99,EXACT,ACCEPTED,Capronia ciliomaris,"Capronia ciliomaris (Kohlm.) E.Müll., Petrini, P.J.Fisher, Samuels & Rossman",Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia ciliomaris,SPECIES,5493320
Capronia inconspicua,Capronia inconspicua,5260243,NA,5260243,99,EXACT,ACCEPTED,Capronia inconspicua,"Capronia inconspicua (Munk) E.Müll., Petrini, P.J.Fisher, Samuels & Rossman",Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia inconspicua,SPECIES,5260243
Capronia munkii,Capronia munkii,5260228,NA,5260228,99,EXACT,ACCEPTED,Capronia munkii,Capronia munkii Unter.,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia munkii,SPECIES,5260228
Capronia nigerrima,Capronia nigerrima,5260232,NA,5260232,99,EXACT,ACCEPTED,Capronia nigerrima,Capronia nigerrima (R.R.Bloxam) M.E.Barr,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia nigerrima,SPECIES,5260232
Capronia parasitica,Capronia parasitica,5260226,NA,5260226,99,EXACT,ACCEPTED,Capronia parasitica,"Capronia parasitica (Ellis & Everh.) E.Müll., Petrini, P.J.Fisher, Samuels & Rossman",Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia parasitica,SPECIES,5260226
Capronia pilosella,Capronia pilosella,5260244,NA,5260244,99,EXACT,ACCEPTED,Capronia pilosella,"Capronia pilosella (P.Karst.) E.Müll., Petrini, P.J.Fisher, Samuels & Rossman",Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia pilosella,SPECIES,5260244
Capronia pleiospora,Capronia pleiospora,5260237,NA,5260237,99,EXACT,ACCEPTED,Capronia pleiospora,Capronia pleiospora (Mouton) Sacc.,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia pleiospora,SPECIES,5260237
Capronia porothelia,Capronia porothelia,5493308,NA,5493308,99,EXACT,ACCEPTED,Capronia porothelia,Capronia porothelia (Berk. & M.A.Curtis) M.E.Barr,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia porothelia,SPECIES,5493308
Capronia pulcherrima,Capronia pulcherrima,5260235,NA,5260235,99,EXACT,ACCEPTED,Capronia pulcherrima,"Capronia pulcherrima (Munk) E.Müll., Petrini, P.J.Fisher, Samuels & Rossman",Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia pulcherrima,SPECIES,5260235
Capros aper,Capros aper,2389708,NA,2389708,99,EXACT,ACCEPTED,Capros aper,"Capros aper (Linnaeus, 1758)",Animalia,Chordata,NA,Perciformes,Caproidae,Capros,Capros aper,SPECIES,2389708
Capsella bursa-pastoris,Capsella bursa-pastoris,5375388,NA,5375388,99,EXACT,ACCEPTED,Capsella bursa-pastoris,Capsella bursa-pastoris (L.) Medik.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,SPECIES,5375388
Capsicum annuum,Capsicum annuum,2932944,NA,2932944,99,EXACT,ACCEPTED,Capsicum annuum,Capsicum annuum L.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,SPECIES,2932944
Capsodes gothicus,Capsodes gothicus,4487634,NA,4487634,99,EXACT,ACCEPTED,Capsodes gothicus,"Capsodes gothicus (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Capsodes,Capsodes gothicus,SPECIES,4487634
Capsosiphon fulvescens,Capsosiphon fulvescens,2645400,NA,2645400,99,EXACT,ACCEPTED,Capsosiphon fulvescens,Capsosiphon fulvescens (C.Agardh) Setch. & N.L.Gardner,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Capsosiphonaceae,Capsosiphon,Capsosiphon fulvescens,SPECIES,2645400
Capsus ater,Capsus ater,2012021,NA,2012021,97,EXACT,ACCEPTED,Capsus ater,"Capsus ater (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Capsus,Capsus ater,SPECIES,2012021
Capsus pilifer,Capsus pilifer,4487550,NA,4487550,99,EXACT,ACCEPTED,Capsus pilifer,"Capsus pilifer Remane, 1950",Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Capsus,Capsus pilifer,SPECIES,4487550
Capsus wagneri,Capsus wagneri,4487553,NA,4487553,99,EXACT,ACCEPTED,Capsus wagneri,"Capsus wagneri Remane, 1950",Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Capsus,Capsus wagneri,SPECIES,4487553
Capua vulgana,Capua vulgana,1748456,NA,1748456,99,EXACT,ACCEPTED,Capua vulgana,"Capua vulgana (Frölich, 1828)",Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Capua,Capua vulgana,SPECIES,1748456
Capulus ungaricus,Capulus ungaricus,2300881,NA,2300881,99,EXACT,ACCEPTED,Capulus ungaricus,"Capulus ungaricus (Linnaeus, 1758)",Animalia,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Capulus,Capulus ungaricus,SPECIES,2300881
Carabodes areolatus,Carabodes areolatus,2191785,NA,2191785,99,EXACT,ACCEPTED,Carabodes areolatus,"Carabodes areolatus Berlese, 1916",Animalia,Arthropoda,Arachnida,Sarcoptiformes,Carabodidae,Carabodes,Carabodes areolatus,SPECIES,2191785
Carabodes coriaceus,Carabodes coriaceus,2191841,NA,2191841,99,EXACT,ACCEPTED,Carabodes coriaceus,"Carabodes coriaceus Koch, 1835",Animalia,Arthropoda,Arachnida,Sarcoptiformes,Carabodidae,Carabodes,Carabodes coriaceus,SPECIES,2191841
Carabodes femoralis,Carabodes femoralis,2191770,NA,2191770,99,EXACT,ACCEPTED,Carabodes femoralis,"Carabodes femoralis (Nicolet, 1855)",Animalia,Arthropoda,Arachnida,Sarcoptiformes,Carabodidae,Carabodes,Carabodes femoralis,SPECIES,2191770
Carabodes labyrinthicus,Carabodes labyrinthicus,2191858,NA,2191858,99,EXACT,ACCEPTED,Carabodes labyrinthicus,"Carabodes labyrinthicus (Michael, 1879)",Animalia,Arthropoda,Arachnida,Sarcoptiformes,Carabodidae,Carabodes,Carabodes labyrinthicus,SPECIES,2191858
Carabodes marginatus,Carabodes marginatus,2191838,NA,2191838,99,EXACT,ACCEPTED,Carabodes marginatus,"Carabodes marginatus (Michael, 1884)",Animalia,Arthropoda,Arachnida,Sarcoptiformes,Carabodidae,Carabodes,Carabodes marginatus,SPECIES,2191838
Carabodes forsslundi,Carabodes ornatus,2191801,NA,2191801,98,EXACT,ACCEPTED,Carabodes ornatus,"Carabodes ornatus Storkán, 1925",Animalia,Arthropoda,Arachnida,Sarcoptiformes,Carabodidae,Carabodes,Carabodes ornatus,SPECIES,2191801
Carabodes reticulatus,Carabodes reticulatus,2191875,NA,2191875,99,EXACT,ACCEPTED,Carabodes reticulatus,"Carabodes reticulatus Berlese, 1913",Animalia,Arthropoda,Arachnida,Sarcoptiformes,Carabodidae,Carabodes,Carabodes reticulatus,SPECIES,2191875
Carabodes subarcticus,Carabodes subarcticus,2191783,NA,2191783,99,EXACT,ACCEPTED,Carabodes subarcticus,"Carabodes subarcticus Trägårdh, 1902",Animalia,Arthropoda,Arachnida,Sarcoptiformes,Carabodidae,Carabodes,Carabodes subarcticus,SPECIES,2191783
Carabodes willmanni,Carabodes willmanni,2191866,NA,2191866,99,EXACT,ACCEPTED,Carabodes willmanni,"Carabodes willmanni Bernini, 1975",Animalia,Arthropoda,Arachnida,Sarcoptiformes,Carabodidae,Carabodes,Carabodes willmanni,SPECIES,2191866
Carabus arvensis,Carabus arvensis,5872829,NA,5872829,97,EXACT,ACCEPTED,Carabus arvensis,"Carabus arvensis Herbst, 1784",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus arvensis,SPECIES,5872829
Carabus auratus,Carabus auratus,1036779,NA,1036779,99,EXACT,ACCEPTED,Carabus auratus,"Carabus auratus Linnaeus, 1760",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus auratus,SPECIES,1036779
Carabus cancellatus,Carabus cancellatus,4470480,NA,4470480,99,EXACT,ACCEPTED,Carabus cancellatus,"Carabus cancellatus Illiger, 1798",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus cancellatus,SPECIES,4470480
Carabus clathratus,Carabus clatratus clatratus,7343579,NA,4470539,98,EXACT,ACCEPTED,Carabus clatratus clatratus,"Carabus clatratus clatratus Linnaeus, 1760",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus clatratus,SUBSPECIES,4470539
Carabus convexus,Carabus convexus,4471042,NA,4471042,99,EXACT,ACCEPTED,Carabus convexus,"Carabus convexus Fabricius, 1775",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus convexus,SPECIES,4471042
Carabus coriaceus,Carabus coriaceus,4470451,NA,4470451,99,EXACT,ACCEPTED,Carabus coriaceus,"Carabus coriaceus Linnaeus, 1758",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus coriaceus,SPECIES,4470451
Carabus glabratus,Carabus glabratus,4471113,NA,4471113,99,EXACT,ACCEPTED,Carabus glabratus,"Carabus glabratus Paykull, 1790",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus glabratus,SPECIES,4471113
Carabus granulatus,Carabus granulatus,1036789,NA,1036789,99,EXACT,ACCEPTED,Carabus granulatus,"Carabus granulatus Linnaeus, 1758",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus granulatus,SPECIES,1036789
Carabus hortensis,Carabus hortensis,4471125,NA,4471125,97,EXACT,ACCEPTED,Carabus hortensis,"Carabus hortensis Linnaeus, 1758",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus hortensis,SPECIES,4471125
Carabus intricatus,Carabus intricatus,4471016,NA,4471016,99,EXACT,ACCEPTED,Carabus intricatus,"Carabus intricatus Linnaeus, 1760",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus intricatus,SPECIES,4471016
Carabus nemoralis,Carabus nemoralis,8056040,NA,8056040,99,EXACT,ACCEPTED,Carabus nemoralis,"Carabus nemoralis O.F.Müller, 1764",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus nemoralis,SPECIES,8056040
Carabus nitens,Carabus nitens,4471071,NA,4471071,99,EXACT,ACCEPTED,Carabus nitens,"Carabus nitens Linnaeus, 1758",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus nitens,SPECIES,4471071
Carabus problematicus,Carabus problematicus,4470555,NA,4470555,99,EXACT,ACCEPTED,Carabus problematicus,"Carabus problematicus Herbst, 1786",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus problematicus,SPECIES,4470555
Carabus violaceus,Carabus violaceus,4470765,NA,4470765,97,EXACT,ACCEPTED,Carabus violaceus,"Carabus violaceus Linnaeus, 1758",Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Carabus,Carabus violaceus,SPECIES,4470765
Caradrina clavipalpis,Caradrina clavipalpis,4534245,NA,4534245,99,EXACT,ACCEPTED,Caradrina clavipalpis,"Caradrina clavipalpis (Scopoli, 1763)",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caradrina,Caradrina clavipalpis,SPECIES,4534245
Caradrina flavirena,Caradrina flavirena,4534252,NA,4534252,99,EXACT,ACCEPTED,Caradrina flavirena,"Caradrina flavirena Guenée, 1852",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caradrina,Caradrina flavirena,SPECIES,4534252
Caradrina kadenii,Caradrina kadenii,1765017,NA,1765017,99,EXACT,ACCEPTED,Caradrina kadenii,"Caradrina kadenii Freyer, 1836",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caradrina,Caradrina kadenii,SPECIES,1765017
Caradrina montana,Caradrina montana,1765044,NA,1765044,99,EXACT,ACCEPTED,Caradrina montana,"Caradrina montana Bremer, 1864",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caradrina,Caradrina montana,SPECIES,1765044
Caradrina morpheus,Caradrina morpheus,1765011,NA,1765011,99,EXACT,ACCEPTED,Caradrina morpheus,"Caradrina morpheus (Hufnagel, 1766)",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caradrina,Caradrina morpheus,SPECIES,1765011
Caradrina selini,Caradrina selini,4534257,NA,4534257,99,EXACT,ACCEPTED,Caradrina selini,"Caradrina selini Boisduval, 1840",Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caradrina,Caradrina selini,SPECIES,4534257
Caragana arborescens,Caragana arborescens,2943190,NA,2943190,99,EXACT,ACCEPTED,Caragana arborescens,Caragana arborescens Lam.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Caragana,Caragana arborescens,SPECIES,2943190
Caraphractus cinctus,Caraphractus cinctus,1367372,NA,1367372,99,EXACT,ACCEPTED,Caraphractus cinctus,"Caraphractus cinctus Walker, 1846",Animalia,Arthropoda,Insecta,Hymenoptera,Mymaridae,Caraphractus,Caraphractus cinctus,SPECIES,1367372
Carassius auratus,Carassius auratus,4286942,NA,4286942,99,EXACT,ACCEPTED,Carassius auratus,"Carassius auratus (Linnaeus, 1758)",Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,SPECIES,4286942
Carassius carassius,Carassius carassius,2366645,NA,2366645,99,EXACT,ACCEPTED,Carassius carassius,"Carassius carassius (Linnaeus, 1758)",Animalia,Chordata,NA,Cypriniformes,Cyprinidae,Carassius,Carassius carassius,SPECIES,2366645
Carbasea carbasea,Carbasea carbasea,1006560,NA,1006560,99,EXACT,ACCEPTED,Carbasea carbasea,"Carbasea carbasea (Ellis & Solander, 1786)",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Flustridae,Carbasea,Carbasea carbasea,SPECIES,1006560
Carbonea aggregantula,Carbonea aggregantula,3397558,NA,3397558,99,EXACT,ACCEPTED,Carbonea aggregantula,Carbonea aggregantula (Müll.Arg.) Diederich & Triebel,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Carbonea,Carbonea aggregantula,SPECIES,3397558
Carbonea supersparsa,Carbonea supersparsa,2607252,NA,2607252,99,EXACT,ACCEPTED,Carbonea supersparsa,Carbonea supersparsa (Nyl.) Hertel,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Carbonea,Carbonea supersparsa,SPECIES,2607252
Carbonea vitellinaria,Carbonea vitellinaria,2607241,NA,2607241,99,EXACT,ACCEPTED,Carbonea vitellinaria,Carbonea vitellinaria (Nyl.) Hertel,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Carbonea,Carbonea vitellinaria,SPECIES,2607241
Carbonea vorticosa,Carbonea vorticosa,2607238,NA,2607238,99,EXACT,ACCEPTED,Carbonea vorticosa,Carbonea vorticosa (Flörke) Hertel,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Carbonea,Carbonea vorticosa,SPECIES,2607238
Carbonicola myrmecina,Carbonicola myrmecina,8130383,NA,8130383,99,EXACT,ACCEPTED,Carbonicola myrmecina,Carbonicola myrmecina (Ach.) Bendiksby & Timdal,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Carbonicolaceae,Carbonicola,Carbonicola myrmecina,SPECIES,8130383
Carbosphaerella leptosphaerioides,Carbosphaerella leptosphaerioides,2564485,NA,2564485,99,EXACT,ACCEPTED,Carbosphaerella leptosphaerioides,Carbosphaerella leptosphaerioides I.Schmidt,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Carbosphaerella,Carbosphaerella leptosphaerioides,SPECIES,2564485
Carbosphaerella pleosporoides,Carbosphaerella pleosporoides,2564484,NA,2564484,99,EXACT,ACCEPTED,Carbosphaerella pleosporoides,Carbosphaerella pleosporoides I.Schmidt,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Carbosphaerella,Carbosphaerella pleosporoides,SPECIES,2564484
Carcelia gnava,Carcelia gnava,1470007,NA,1470007,99,EXACT,ACCEPTED,Carcelia gnava,"Carcelia gnava (Meigen, 1824)",Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Carcelia,Carcelia gnava,SPECIES,1470007
Carcelia laxifrons,Carcelia laxifrons,1469969,NA,1469969,99,EXACT,ACCEPTED,Carcelia laxifrons,"Carcelia laxifrons Villeneuve, 1912",Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Carcelia,Carcelia laxifrons,SPECIES,1469969
Carcelia puberula,Carcelia puberula,1470134,NA,1470134,99,EXACT,ACCEPTED,Carcelia puberula,"Carcelia puberula Mesnil, 1941",Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Carcelia,Carcelia puberula,SPECIES,1470134
Carcelia tibialis,Carcelia tibialis,1469884,NA,1469884,99,EXACT,ACCEPTED,Carcelia tibialis,"Carcelia tibialis (Robineau-Desvoidy, 1863)",Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Carcelia,Carcelia tibialis,SPECIES,1469884
Carcina quercana,Carcina quercana,1841261,NA,1841261,99,EXACT,ACCEPTED,Carcina quercana,"Carcina quercana Fabricius, 1775",Animalia,Arthropoda,Insecta,Lepidoptera,Peleopodidae,Carcina,Carcina quercana,SPECIES,1841261
Carcinomyces polyporinus,Carcinomyces polyporinus,9679067,NA,9679067,99,EXACT,ACCEPTED,Carcinomyces polyporinus,Carcinomyces polyporinus (D.A.Reid) Yurkov,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Carcinomyces,Carcinomyces polyporinus,SPECIES,9679067
Carcinonemertes carcinophila,Carcinonemertes carcinophila,2506535,NA,2506535,99,EXACT,ACCEPTED,Carcinonemertes carcinophila,"Carcinonemertes carcinophila (Kölliker, 1845)",Animalia,Nemertea,Hoplonemertea,Monostilifera,Carcinonemertidae,Carcinonemertes,Carcinonemertes carcinophila,SPECIES,2506535
Carcinops pumilio,Carcinops pumilio,1044673,NA,1044673,99,EXACT,ACCEPTED,Carcinops pumilio,"Carcinops pumilio (Erichson, 1834)",Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Carcinops,Carcinops pumilio,SPECIES,1044673
Carcinus maenas,Carcinus maenas,5178595,NA,5178595,99,EXACT,ACCEPTED,Carcinus maenas,"Carcinus maenas (Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Decapoda,Carcinidae,Carcinus,Carcinus maenas,SPECIES,5178595
Cardamine amara,Cardamine amara,3046044,NA,3046044,98,EXACT,ACCEPTED,Cardamine amara,Cardamine amara L.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine amara,SPECIES,3046044
Cardamine bulbifera,Cardamine bulbifera,3045931,NA,3045931,98,EXACT,ACCEPTED,Cardamine bulbifera,Cardamine bulbifera (L.) Crantz,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine bulbifera,SPECIES,3045931
Cardamine corymbosa,Cardamine corymbosa,3046015,NA,3046015,99,EXACT,ACCEPTED,Cardamine corymbosa,Cardamine corymbosa Hook.f.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine corymbosa,SPECIES,3046015
Cardamine flexuosa,Cardamine flexuosa,3046076,NA,3046076,99,EXACT,ACCEPTED,Cardamine flexuosa,Cardamine flexuosa With.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine flexuosa,SPECIES,3046076
Cardamine hirsuta,Cardamine hirsuta,3046258,NA,3046258,97,EXACT,ACCEPTED,Cardamine hirsuta,Cardamine hirsuta L.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine hirsuta,SPECIES,3046258
Cardamine impatiens,Cardamine impatiens,3046187,NA,3046187,98,EXACT,ACCEPTED,Cardamine impatiens,Cardamine impatiens L.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine impatiens,SPECIES,3046187
Cardamine occulta,Cardamine occulta,3690997,NA,3690997,99,EXACT,ACCEPTED,Cardamine occulta,Cardamine occulta Hornem.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine occulta,SPECIES,3690997
Cardamine pratensis,Cardamine pratensis,7972010,NA,7972010,97,EXACT,ACCEPTED,Cardamine pratensis,Cardamine pratensis L.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,Cardamine pratensis,SPECIES,7972010
Cardiastethus fasciiventris,Cardiastethus fasciiventris,4487254,NA,4487254,99,EXACT,ACCEPTED,Cardiastethus fasciiventris,"Cardiastethus fasciiventris (Garbiglietti, 1869)",Animalia,Arthropoda,Insecta,Hemiptera,Anthocoridae,Cardiastethus,Cardiastethus fasciiventris,SPECIES,4487254
